port_type,port_name,count,suggested_match,match_score,action,map_to,notes
origin,Ornskjoldsvik-deals,1,,0.0,,,
origin,"Stettin-oaks, &c.",1,,0.0,,,
origin,Iggesund-dls.-&c.,1,,0.0,,,
origin,G'burg-props & timber,1,,0.0,,,
origin,Hudiksvall-deals and boards,1,,0.0,,,
origin,Svartvik-dls. & bttns.,1,,0.0,,,
origin,Skutskar-deals,1,,0.0,,,
origin,"Memel-oak logs, staves",1,,0.0,,,
origin,"Utanigo-deals, &c.",1,,0.0,,,
origin,"Sund-deals, &c.",1,,0.0,,,
origin,Gefle-battens & boards,1,,0.0,,,
origin,Stettin-oak and fir logs,1,,0.0,,,
origin,Soderhamn-dls.&c.,1,,0.0,,,
origin,Tornea-deals & battens,1,,0.0,,,
origin,"Brevig 794 pcs. hewn fir, 1,480 pcs. sawn fir",1,,0.0,,,
origin,"Archangel 6,039 fir deals, 8 lds. firewood",1,,0.0,,,
origin,Varnes,1,,0.0,,,
origin,"Quebec 39 pcs. hewn oak, 20 pcs. hewn elm, 139 pcs. hewn pine, 452 pcs. hewn birch, 6,663 fir deals",1,,0.0,,,
origin,Vadro,1,,0.0,,,
origin,"Gefle 30,291 deals, battens, and boards",1,,0.0,,,
origin,Christiaria,1,,0.0,,,
origin,"Quebec 65 pcs. hewn oak, 158 pcs. hewn elm, 84 pcs. hewn birch, 146 pcs. hewn fir, 11 pcs. hewn ash, 5 pcs. hewn hickory, 8 pcs. hewn walnut, 26 pcs. hewn waney pine, 9,536 pcs. sawn fir, 858 staves",1,,0.0,,,
origin,"Pataholm 6,847 pit props",1,,0.0,,,
origin,Warberg-qty. props,1,,0.0,,,
origin,"Bjorneborg - 19,915 deals, battens, and boards",1,,0.0,,,
origin,Rotterdam 30 bdls. willows,1,,0.0,,,
origin,Hulf,1,,0.0,,,
origin,Johannesdal,1,,0.0,,,
origin,"Archangel - 9,219 deals and ends, 10 lds. firewood",1,,0.0,,,
origin,"Kalmar- 9,002 deals, battens, and boards",1,,0.0,,,
origin,"Archangel 7,218 deals and ends, 6 lds. firewood",1,,0.0,,,
origin,R. Bayly ; 12 pcs. poplar,1,,0.0,,,
origin,Frontera-qty. mahogany,1,,0.0,,,
origin,Jokohama,1,,0.0,,,
origin,Henry-l'Orient,1,,0.0,,,
origin,Paimboray,1,,0.0,,,
origin,"Gothenburg-quantity battens, boards, sleepers, and props",1,,0.0,,,
origin,Australis,1,,0.0,,,
origin,Enigheden,1,,0.0,,,
origin,"Gothenburg-quantity deals, boards, pit poles, and sleepers",1,,0.0,,,
origin,P. Osbeck; quantity mining timber,1,,0.0,,,
origin,Bay de Verds,1,,0.0,,,
origin,"Ship Island, U.S.A",1,,0.0,,,
origin,Caraminal 460 lds. pitwood,1,,0.0,,,
origin,"Bangor (Maine, U.S.A.)",1,,0.0,,,
origin,"Trayes & Co.; 100 lds. elm, 15 lds red fir, 101 lds. white fir",1,,0.0,,,
origin,"Ford & Pickford; 51 lds. timber, 113 lds. hewn fir",1,,0.0,,,
origin,"Bayonne 1,650 lds. pitwood",1,,0.0,,,
origin,"T. W. Allen; 40,314 deals",1,,0.0,,,
origin,"Hall Railway Co ; 1,749 rickers",1,,0.0,,,
origin,"Broadbent & Gresham; 2,000 bdls. props",1,,0.0,,,
origin,"Pyman, Bell, & Co. ; 1,000 sleepers",1,,0.0,,,
origin,Nybyorg,1,,0.0,,,
origin,Kugenwalde,1,,0.0,,,
origin,Aggvara,1,,0.0,,,
origin,"Libau 63,109 oak staves, 300 sleepers",1,,0.0,,,
origin,"Fredrikshald 25,971 pit props, 576 balks",1,,0.0,,,
origin,"Pitea 3,296 deals, battens, and broadbent & Gresham; 48 lds. fire-wood",1,,0.0,,,
origin,Haist,1,,0.0,,,
origin,Stachelli,1,,0.0,,,
origin,Chatham N.B. (at Bowling),1,,0.0,,,
origin,912 lds. pine deals,1,,0.0,,,
origin,Rafso and Lappvik,1,,0.0,,,
origin,Exploit Bay,1,,0.0,,,
origin,Edmiston & Mitchells; 9 walnut logs,1,,0.0,,,
origin,"Singleton, Dunn, & Co.; 20 poplar logs, 26 oak logs, 511 deals",1,,0.0,,,
origin,"Wright, Graham, & Co.; 8 poplar logs, 9 oak logs",1,,0.0,,,
origin,R. Millar & Sons; 8 lds. rickers,1,,0.0,,,
origin,Porsgrund 662 lds. sawn fir,1,,0.0,,,
origin,"Christiania, Laurvigdal",1,,0.0,,,
origin,"Boston 277 pcs oak lumber, 145 pcs scantling",1,,0.0,,,
origin,Baltimore 20 logs walnut,1,,0.0,,,
origin,R. Coltart & Co; 24 logs hickory,1,,0.0,,,
origin,"Mobile 1,507 pcs. oak staves",1,,0.0,,,
origin,"Cronstadt - 16,438 deals, deal ends, 6,951 battens, 763 batten ends, 550 pcs. lathwood, 12 fms. firewood",1,,0.0,,,
origin,"Gothenburg - 3,000 bdls. laths",1,,0.0,,,
origin,Mestis,1,,0.0,,,
origin,Duus Brown & Co.; 7 fms. firewood,1,,0.0,,,
origin,"R. May & Son; 11,756 boards",1,,0.0,,,
origin,Pasquet,1,,0.0,,,
origin,"Archangel - 6,531 deals and boards",1,,0.0,,,
origin,Escoumain,1,,0.0,,,
origin,Bay Verto,1,,0.0,,,
origin,Tlacatalpam,1,,0.0,,,
origin,Hilbrungsberg,1,,0.0,,,
origin,Skien battens,1,,0.0,,,
origin,Bjorneborg-deals and bttns.,1,,0.0,,,
origin,Gefle-deals and bttns.,1,,0.0,,,
origin,Holsta-battens,1,,0.0,,,
origin,Cronstadt-deals and bds.,1,,0.0,,,
origin,Wyborg-bttns.,1,,0.0,,,
origin,Sundswall-bttns. and logs,1,,0.0,,,
origin,Fredrickshaldt-mining timber and props,1,,0.0,,,
origin,"Christiania-props, bttns, &c.",1,,0.0,,,
origin,"Quebec-pine logs, &c.",1,,0.0,,,
origin,Riga-timber and deals,1,,0.0,,,
origin,Fredrickstadt-props,1,,0.0,,,
origin,Arendal-mining tim. and props,1,,0.0,,,
origin,Xiansand-mining tim. and props,1,,0.0,,,
origin,Sarpsborg-batts. & boards,1,,0.0,,,
origin,Riga-spars,1,,0.0,,,
origin,Swartwick-fir logs,1,,0.0,,,
origin,Olskoldsvick-battens,1,,0.0,,,
origin,Sundswall-battens & sq. tim.,1,,0.0,,,
origin,Swartwick-dls. & sq. tim.,1,,0.0,,,
origin,Stockvick-battens,1,,0.0,,,
origin,Galeatacka-battens,1,,0.0,,,
origin,Riga-deals & sq. tim.,1,,0.0,,,
origin,"Swartwick-dls, sq. tim.",1,,0.0,,,
origin,"Olskoldsvick-deals, &c.",1,,0.0,,,
origin,Riga-deals & battens,1,,0.0,,,
origin,Drammen-btns,1,,0.0,,,
origin,White Sea-deals.,1,,0.0,,,
origin,Sundswall-square timber,1,,0.0,,,
origin,Quebec pine,1,,0.0,,,
origin,Moulmein-teak planks,1,,0.0,,,
origin,Penascola-pine tim.,1,,0.0,,,
origin,Aland-bttns,1,,0.0,,,
origin,Forsabyham-battens,1,,0.0,,,
origin,Stockvike-battens,1,,0.0,,,
origin,Helsingfors-deals,1,,0.0,,,
origin,Hakkala-battens,1,,0.0,,,
origin,Gothenburg-deals and battns,1,,0.0,,,
origin,Essvick-deals,1,,0.0,,,
origin,Campbeltown-spruce deals,1,,0.0,,,
origin,Diamond Mat[?] real,1,,0.0,,,
origin,G[?] boxboards,1,,0.0,,,
origin,"Drammen 33 spars, 345 battens, 49,291 boards",1,,0.0,,,
origin,"Rotterdam 3,289 bdls. hoops",1,,0.0,,,
origin,"Memel 2,600 sleeper blocks, 350 sleepers",1,,0.0,,,
origin,General; 64 lds. pulp-wood,1,,0.0,,,
origin,"Gothenburg 904 pcs. firewood, 19,579 props, 5,000 bdls. laths, 276 pitch pine deals and battens",1,,0.0,,,
origin,Antwerp 10 bdls. boards,1,,0.0,,,
origin,Triesto,1,,0.0,,,
origin,"Kramfors, &c.",1,,0.0,,,
origin,Tilhogenabben,1,,0.0,,,
origin,Bollstar,1,,0.0,,,
origin,Novikoping,1,,0.0,,,
origin,"Riga 997 lds. hewn fir, 153 lds. sawn fir",1,,0.0,,,
origin,"Archangel - 1,590 lds. fir",1,,0.0,,,
origin,Bordeaux 506 lds. pitwood,1,,0.0,,,
origin,Frederikshald 535 lds. sawn fir,1,,0.0,,,
origin,Archangel 610 lds. sawn fir,1,,0.0,,,
origin,"Quebec 913 lds. pine, 81 lds. elm, 137 lds. sawn spruce",1,,0.0,,,
origin,Soderhamn 302 lds. firewood,1,,0.0,,,
origin,"Laurvig 8 lds. deals, battens, and boards",1,,0.0,,,
origin,Edmiston & Mitchells ; 952 pcs. lumber,1,,0.0,,,
origin,Windau (part cargo landed at Bo'ness),1,,0.0,,,
origin,"Baltimore 69 lds. sawn poplar, 108 lds. hewn poplar, 38 lds. hewn oak",1,,0.0,,,
origin,M. E. M.,1,,0.0,,,
origin,"Slite 233,637 staves, 2,483 headings, 601 deals and boards",1,,0.0,,,
origin,"Porsgrund - 25,905 pit-props",1,,0.0,,,
origin,"Halifax, N.S. - 12,299 spruce deals, 722 being sawn fir",1,,0.0,,,
origin,Altappen,1,,0.0,,,
origin,"G. H. Renton; 49,200 deals from Lulea",1,,0.0,,,
origin,Warber,1,,0.0,,,
origin,"Cuxhaven quantity of planks, bat ens and boards",1,,0.0,,,
origin,"Watson & Todd ; 12,343 pcs. deals and ends",1,,0.0,,,
origin,"Lulea - 645 lds. deals, battens and boards",1,,0.0,,,
origin,"Drammen-from Newsum's ; 9,533 battens, boards and ends, 449 deals, 1,000 bdls. laths",1,,0.0,,,
origin,"Archangel-from Heaven's ; 1,000 deals, &c. ; from Sanderson Bros. ; 1,000 bdls. broom handles, 1,000 bdls. firewood and ends",1,,0.0,,,
origin,Gothenburg-from Heaven's,1,,0.0,,,
origin,Aagarstrand,1,,0.0,,,
origin,Pernau and Riga,1,,0.0,,,
origin,"Halifax, N S",1,,0.0,,,
origin,"St. Margarett's Bay, N.S.",1,,0.0,,,
origin,Newort News,1,,0.0,,,
origin,Abend,1,,0.0,,,
origin,J. Thorsten (s),1,,0.0,,,
origin,Le Treublade,1,,0.0,,,
origin,Christiansan 1,1,,0.0,,,
origin,Forsmarck,1,,0.0,,,
origin,Sarpseborg,1,,0.0,,,
origin,Bo'lsta,1,,0.0,,,
origin,"Gnarp 99,491 deals, 50 fms. firewood",1,,0.0,,,
origin,Masane,1,,0.0,,,
origin,Cat Island-qty. wood fittings,1,,0.0,,,
origin,Lieutenant von Wetzleten,1,,0.0,,,
origin,Port Audierne,1,,0.0,,,
origin,Swartwork,1,,0.0,,,
origin,"Colberg 45,857 pit props",1,,0.0,,,
origin,"Cronstadt & Fredrikshamn - 38,768 deals, battens, and ends",1,,0.0,,,
origin,"Skonvik - 2,791 deals, 760 pcs. bewn fir",1,,0.0,,,
origin,"Tatamagouche- 1,002 pcs. hewn birch, 2,643 pcs. sawn fir",1,,0.0,,,
origin,"Harnas- 17,037 deals, battens, &c.",1,,0.0,,,
origin,"Gefle - 20,119 deals, battens, &c.",1,,0.0,,,
origin,Camperdown,1,,0.0,,,
origin,"Montreal 955 lds. deals and ends, 270 lds. waney pine logs",1,,0.0,,,
origin,"Grimstad 40 lds. spars, 40 lds. oak, 8 lds. firewood",1,,0.0,,,
origin,Rotterdam 450 bdls. hoops,1,,0.0,,,
origin,Roche Beroard,1,,0.0,,,
origin,"Sannesund 1,230 lds. pulpwood",1,,0.0,,,
origin,"Westervik 944 pcs. birch and alder, 10,278 props",1,,0.0,,,
origin,Kragero 559 poles,1,,0.0,,,
origin,"Fredriksha'd 41,088 pcs. birch, 7,395 pit props",1,,0.0,,,
origin,"Drontheim 4,000 bdls. boards",1,,0.0,,,
origin,Wood,1,,0.0,,,
origin,"Drammen 35,530 planed boards, 3,860 pcs. lathwood",1,,0.0,,,
origin,Falkenberg 410 stds. battens,1,,0.0,,,
origin,"Newport 1,404 boards",1,,0.0,,,
origin,"Sornas, Finland",1,,0.0,,,
origin,Attu den,1,,0.0,,,
origin,"6,347 pit-props",1,,0.0,,,
origin,Madagascar,1,,0.0,,,
origin,M. Venturas; 30 logs mahogany,1,,0.0,,,
origin,Esquimalt,1,,0.0,,,
origin,Santa Fe,1,,0.0,,,
origin,Djupviken,1,,0.0,,,
origin,Stromfors 687 lds. sawn fir deals,1,,0.0,,,
origin,"Ornskjoldsvik - 38,449 battens and boards",1,,0.0,,,
origin,"Wade, Sons, & Co.; 1,057 pit props",1,,0.0,,,
origin,"Cronstadt-qty. firewood, 36,784 pcs. wood",1,,0.0,,,
origin,Sundswall 13 lds. fire-wood,1,,0.0,,,
origin,Noderkalix,1,,0.0,,,
origin,"F. Brieseman & Co.; 90 pcs., 7 bdls. mould-ings, 345 pcs. wood",1,,0.0,,,
origin,Sundsvik,1,,0.0,,,
origin,Uraskoldsvik,1,,0.0,,,
origin,Aabyn,1,,0.0,,,
origin,Brazils,1,,0.0,,,
origin,"313,264 staves",1,,0.0,,,
origin,"511 logs mahogany, 109 log ends, 21 pcs. rosewood",1,,0.0,,,
origin,Cara Quette,1,,0.0,,,
origin,"Bath, Maine",1,,0.0,,,
origin,Rotterdam - 10 lds. wood hoops,1,,0.0,,,
origin,"Riga - 133 lds. deals and battens, 118 lds. hewn fir, 58 lds. lathwood",1,,0.0,,,
origin,Montreal 698 lds. sawn yellow pine,1,,0.0,,,
origin,"Laurvig - 8,035 battens",1,,0.0,,,
origin,"J. T. Salvesen; 362,096 staves",1,,0.0,,,
origin,Nouvea[?] 716 lds. deals,1,,0.0,,,
origin,"Pyman, Bell & Co.; 3,159 birch props",1,,0.0,,,
origin,Faekenburg,1,,0.0,,,
origin,Cape Hayti,1,,0.0,,,
origin,Mediterranean - 64 t. boxwood,1,,0.0,,,
origin,Sandell & Co. ; 550 doors,1,,0.0,,,
origin,Reunion,1,,0.0,,,
origin,"Christiania- 24,890 scantlings",1,,0.0,,,
origin,"Augusta - Fredrikshald - 1,357 boards",1,,0.0,,,
origin,"Churchill & Sim ; 27 pcs. ebony, 60 lancewood spars",1,,0.0,,,
origin,Gothenburg-deals and boards,1,,0.0,,,
origin,San Francisco-deals and fir,1,,0.0,,,
origin,"Christiansund- 1,200 deals, 1,200 timber, 927 props",1,,0.0,,,
origin,"Gothenburg-quantity of deals, battens, boards, and sleepers",1,,0.0,,,
origin,"St. John, N.B.-[?] deals and ends",1,,0.0,,,
origin,Avonmouth,1,,0.0,,,
origin,Ferrol - 150 lds. pitwood,1,,0.0,,,
origin,"Halifax - 10,661 deals",1,,0.0,,,
origin,"Dickson ; 3,115 bdls. laths",1,,0.0,,,
origin,"Gothenburg - 23,116 pit-props, 13,242 pcs. sawn fir",1,,0.0,,,
origin,Aby,1,,0.0,,,
origin,Uddevalla - 400 lds. pitprops,1,,0.0,,,
origin,Barea,1,,0.0,,,
origin,Clode Sound,1,,0.0,,,
origin,Ebro (s),1,,0.0,,,
origin,Oscarshamn-q.y. pit props,1,,0.0,,,
origin,L. H. Dodge & Co.; 50 crts. lumber,1,,0.0,,,
origin,"J. Silverman; 1,400 blocks",1,,0.0,,,
origin,Moss and Holmestrand,1,,0.0,,,
origin,Charles,1,,0.0,,,
origin,Hanswerth,1,,0.0,,,
origin,"Ra[?]so 18,118 fir battens and boards",1,,0.0,,,
origin,"Gothenburg 6,441 fir battens",1,,0.0,,,
origin,"Rotterdam 1,420 bdls. hoops",1,,0.0,,,
origin,"Laurvig 1,085 pcs. square timber, 4,350 pcs. mining timber, 70,881 pcs. birch, 3,852 sleepers, 35,304 pit props",1,,0.0,,,
origin,Villegrain,1,,0.0,,,
origin,Barkevig,1,,0.0,,,
origin,Gothenburg-qty. props and sleepers,1,,0.0,,,
origin,Riga-full cargo of sleepers,1,,0.0,,,
origin,"T. Mitchell; 108 logs timber, 1,151 boards",1,,0.0,,,
origin,Aastad,1,,0.0,,,
origin,"Memel-full cargo deals, 21 lds. firewood, and battens",1,,0.0,,,
origin,Monsteras-full and complete cargo of props,1,,0.0,,,
origin,"Riga 5,193 deals, 351 deal ends",1,,0.0,,,
origin,Rolf,1,,0.0,,,
origin,Tvedestrand - 400 lds. hewn fir,1,,0.0,,,
origin,"Gothenburg-qty. props, splits, deals, boards, and sleepers, 617 poles",1,,0.0,,,
origin,"Riga - 6,247 deals and battens",1,,0.0,,,
origin,Gidenbacka,1,,0.0,,,
origin,"1,260 lds. props",1,,0.0,,,
origin,620 lds. pitwood,1,,0.0,,,
origin,Crapand,1,,0.0,,,
origin,Sandvik (Umea),1,,0.0,,,
origin,Saltkallen,1,,0.0,,,
origin,Rayner & Moller; 180 lds. mining timber,1,,0.0,,,
origin,"1,019 pcs. timber",1,,0.0,,,
origin,Skonvitte,1,,0.0,,,
origin,Lemvig,1,,0.0,,,
origin,"Wades, Douthwaite & Co.; 20 lds. firewood",1,,0.0,,,
origin,"Foy, Morgan, & Co.; 22 cs., 87 bags wood-wool",1,,0.0,,,
origin,W. H. Smith & Co.; 8 pcs. timber,1,,0.0,,,
origin,"Winther & Co.; 4,900 doors",1,,0.0,,,
origin,St. Peters'g,1,,0.0,,,
origin,S. Segar; 839 pcs. lumber,1,,0.0,,,
origin,"*Alice Cooper* @ Bangor,",1,,0.0,,,
origin,Benn[?] wood,1,,0.0,,,
origin,J. T. [?] Postulant,1,,0.0,,,
origin,Gott[?] pcs. sawn fir[?] Express,1,,0.0,,,
origin,Ch[?] C. Salvesen Kinghorn,1,,0.0,,,
origin,Nyhamn',1,,0.0,,,
origin,Drammen – 84 boards,1,,0.0,,,
origin,"14,650 pit-props",1,,0.0,,,
origin,St. Mary's Ga,1,,0.0,,,
origin,Christiania-qty. poles,1,,0.0,,,
origin,Boyson & Slee; 40 fms. firewood,1,,0.0,,,
origin,"Tostrup & Co., from Norrkoping; 1,500 bdls. mouldings, 67 pkgs. trellis",1,,0.0,,,
origin,Aagaardstrand,1,,0.0,,,
origin,Sandyford,1,,0.0,,,
origin,"1,250 lds. pitwood",1,,0.0,,,
origin,"1,225 lds. pitwood",1,,0.0,,,
origin,238 lds. pitwood,1,,0.0,,,
origin,Vormds,1,,0.0,,,
origin,Raums,1,,0.0,,,
origin,"Ljusne- 23,255 planks",1,,0.0,,,
origin,Batekarnas,1,,0.0,,,
origin,Salis,1,,0.0,,,
origin,"Wyborg - 6,125 pcs. sawn fir",1,,0.0,,,
origin,"Gothenburg - 1,230 pcs. oak, 43,536 sleepers, 15,119 props",1,,0.0,,,
origin,Dronthein,1,,0.0,,,
origin,Askersund,1,,0.0,,,
origin,Torsfors,1,,0.0,,,
origin,"St. Petersburg - 6,742 pcs. lathwood",1,,0.0,,,
origin,Order ; 7 logs redwood,1,,0.0,,,
origin,"Fredrikstad- 2,084 telegraph poles",1,,0.0,,,
origin,Soderhamn nd Iggesund,1,,0.0,,,
origin,"Lulea 2,158 pcs. square timber, 62,626 deals, battens, &c.",1,,0.0,,,
origin,W.O. Africa,1,,0.0,,,
origin,"Montreal 3,852 boards, 942 deals, 200 deals and boards",1,,0.0,,,
origin,"Chatham, N.B. - 16,282 deals and battens, 6,823 scantlings, 4,207 deal ends, 40,960 boards",1,,0.0,,,
origin,Crow & Son ; 458 pkgs. joinery,1,,0.0,,,
origin,"Uleaborg qty. deals, battens and boards",1,,0.0,,,
origin,Monastir,1,,0.0,,,
origin,"Uddevalla 47,123 fir blocks",1,,0.0,,,
origin,"Gefle - 12,000 deals and boards",1,,0.0,,,
origin,"Heimdal - Westervik - 25,000 fir props",1,,0.0,,,
origin,Strombak,1,,0.0,,,
origin,Bordeaux 600 lds. pitwood,1,,0.0,,,
origin,Dramman,1,,0.0,,,
origin,Rotterdam 300 bdls. hoops,1,,0.0,,,
origin,Cannesund-pulpwood,1,,0.0,,,
origin,"Wilson, Sons, & Co.; 10 bd s. hoops",1,,0.0,,,
origin,"Christiania 4,496 p ops",1,,0.0,,,
origin,"New York 3,680 staves, 1,170 bdls. cooperage, 3,512 pcs. timber",1,,0.0,,,
origin,"Farnworth & Jardine; 1,400 wooden doors",1,,0.0,,,
origin,"Riga 29,444 battens, 7,623 deals",1,,0.0,,,
origin,"Halmstad 16,402 deals and boards, 11 deal and board ends",1,,0.0,,,
origin,"Vigers Bros.; 3,838 pcs. firewood, 470 box boards",1,,0.0,,,
origin,"Riga 16,923 fir battens",1,,0.0,,,
origin,New York 168 logs cedar,1,,0.0,,,
origin,Latchford & Co.; 46 logs mahogany,1,,0.0,,,
origin,W. C. Africa 159 pcs. ebony,1,,0.0,,,
origin,"Sundswall-tim., dls.,",1,,0.0,,,
origin,Langror-dls. and battens,1,,0.0,,,
origin,Sundswall-deals and boards,1,,0.0,,,
origin,Tornea-battens,1,,0.0,,,
origin,Stockvik-battens,1,,0.0,,,
origin,Quebec-yellow pine,1,,0.0,,,
origin,Riga-lathwood and wainscot,1,,0.0,,,
origin,Wyborg-battens,1,,0.0,,,
origin,Danzig-treenails,1,,0.0,,,
origin,Christiansund-props,1,,0.0,,,
origin,Randers-firewood,1,,0.0,,,
origin,Oscarshamn-pitwood,1,,0.0,,,
origin,Haynash-sleepers and logs,1,,0.0,,,
origin,"Haynash-sleepers, timber",1,,0.0,,,
origin,Porsgrund-deals and logs,1,,0.0,,,
origin,Petersburg-deals,1,,0.0,,,
origin,Bay Verte-dls.,1,,0.0,,,
origin,Pictou-deals,1,,0.0,,,
origin,N. York-pine bds.,1,,0.0,,,
origin,Shediac-spruce deals,1,,0.0,,,
origin,Windau-deals and battens,1,,0.0,,,
origin,Stocka-btns.,1,,0.0,,,
origin,"Riga-timber, deals, and ends",1,,0.0,,,
origin,Asbracka,1,,0.0,,,
origin,Breysig,1,,0.0,,,
origin,Haynasch,1,,0.0,,,
origin,Cruskoldevik,1,,0.0,,,
origin,Zaborowski,1,,0.0,,,
origin,Lorient 245 lds. hewn pitwood,1,,0.0,,,
origin,"Gothenburg-qty. props, sleepers, deals, and battens",1,,0.0,,,
origin,Wolgast-qty. pit and birch props,1,,0.0,,,
origin,Samarang,1,,0.0,,,
origin,Zwolle,1,,0.0,,,
origin,Kampen,1,,0.0,,,
origin,Delfshaven,1,,0.0,,,
origin,F’s ad,1,,0.0,,,
origin,Hamis,1,,0.0,,,
origin,120 t.,1,,0.0,,,
origin,Harbelon,1,,0.0,,,
origin,"Pontaven,",1,,0.0,,,
origin,Halmatad,1,,0.0,,,
origin,"Fredriksværn - 20,320 props",1,,0.0,,,
origin,"Christiania 45,241 props, 450 spars, 808 pcs. mining timber",1,,0.0,,,
origin,Weener-full cargo of hoops,1,,0.0,,,
origin,Fredrikehald,1,,0.0,,,
origin,Christiansand-full com-plete cargo of firewood,1,,0.0,,,
origin,Stenkjoe,1,,0.0,,,
origin,New York - 33 cs. handles,1,,0.0,,,
origin,Fordeux,1,,0.0,,,
origin,Corunna 280 lds. hewn fir,1,,0.0,,,
origin,Order ; 8 lds. firewood,1,,0.0,,,
origin,"Fredrikshald - 28,986 boards, 14,392 battens",1,,0.0,,,
origin,Chili,1,,0.0,,,
origin,Sanvorken,1,,0.0,,,
origin,Kimon; 514 sleepers,1,,0.0,,,
origin,"Danzig 8,872 sleepers",1,,0.0,,,
origin,"Mesane 5,034 deals",1,,0.0,,,
origin,"Riga - 18,395 props, 16,143 pcs. lathwood, 37,775 deals and boards",1,,0.0,,,
origin,"Stockholm - 1,124 deals - Wilson, Sons, & Co. ; 21,179 props",1,,0.0,,,
origin,Baltimore 6 cs. spokes,1,,0.0,,,
origin,"Duus, Brown, & Co.",1,,0.0,,,
origin,"J. A. Smith ; 16,019 deals and 6,413 deal boards",1,,0.0,,,
origin,Savana la Mer,1,,0.0,,,
origin,"Hansport, U.S.",1,,0.0,,,
origin,Mogensen,1,,0.0,,,
origin,Washington,1,,0.0,,,
origin,"H. Smith & Co.; 1,020 bdls. laths",1,,0.0,,,
origin,Fredrikstad-qty. sawn fir timber,1,,0.0,,,
origin,"Newport News, Va",1,,0.0,,,
origin,"A. Dobell & Co.; 2,201 staves",1,,0.0,,,
origin,"Neder Kalix 1,106 pcs. hewn fir, 1,878 fir battens and ends",1,,0.0,,,
origin,"Pascagoula - 37,918 deals, 894 pcs. timber",1,,0.0,,,
origin,Tadousac,1,,0.0,,,
origin,"John Blake @ Dhrien,",1,,0.0,,,
origin,"Maria @ Minatitlan,",1,,0.0,,,
origin,"3,108 pcs. pit props, E. S. Jobson. Hulda @ Calmar,",1,,0.0,,,
origin,"6,980 pcs. battens, Hardy Brothers. Emilie @ Sannesund,",1,,0.0,,,
origin,"6,608 pcs. pit props, Order. Rosalie @ Stege,",1,,0.0,,,
origin,"227 pcs. timber, 1,376 planks, 18 pcs. timber, Order. Minerva @ Holmestrand,",1,,0.0,,,
origin,"5,386 pcs. battens, W. Southern & Son. Hilda @ Gothenburg,",1,,0.0,,,
origin,"4,139 pcs. battens, 118 pcs. deals, W. Southern & Sons. Hilen @ Rusoer,",1,,0.0,,,
origin,"22,842 pcs. pit props, Order. Alex-andra @ Malmo,",1,,0.0,,,
origin,"14,506 pcs. pit props, M. A. Lohre. Triton @ Gothenburg,",1,,0.0,,,
origin,"3,600 hhd. staves, Order. Solon @ Fredrikstadt",1,,0.0,,,
origin,"Fredrikstad - 32,778 planed fir boards, 2,569 fir scantlings",1,,0.0,,,
origin,"Norrkoping - 15,249 deals and battens",1,,0.0,,,
origin,"Fritzoe, Laurvig",1,,0.0,,,
origin,"Stockholm - 14,392 deals, battens, and boards",1,,0.0,,,
origin,Odense and Fredrikshamn,1,,0.0,,,
origin,"Gefle - 34,243 deals, battens, and boards",1,,0.0,,,
origin,"316 lds. hewn fir, 27 lds. lathwood",1,,0.0,,,
origin,Lindalen,1,,0.0,,,
origin,Gefle and Skutskar,1,,0.0,,,
origin,Boleo,1,,0.0,,,
origin,Eliser,1,,0.0,,,
origin,Sundsore,1,,0.0,,,
origin,Leppvik,1,,0.0,,,
origin,Copenhagen (s),1,,0.0,,,
origin,from Fiume,1,,0.0,,,
origin,"Memel - 5,305 deals and ends",1,,0.0,,,
origin,"Gefle - 19,300 fir deals and boards",1,,0.0,,,
origin,"West Bay, N.S. 7,790 pcs. sawn fir, 19,239 pcs. sawn birch",1,,0.0,,,
origin,"10,579 props, 360 mining timber, W. Donaldson. Copernicus @ Christiansand,",1,,0.0,,,
origin,"15,610 props, Denholm & Co. Alexandra @ Christiania,",1,,0.0,,,
origin,"2,385 pcs. sawn timber, 895 deals, Allison, Cousland, & Hamilton. Joseph Milberry @ Pensacola,",1,,0.0,,,
origin,"179 pcs. oak, 9 pcs. walnut, 19 pcs. whitewood, 978 oak planks, Order. Natant @ Pensacola,",1,,0.0,,,
origin,"199 pcs. waney boardwood, 1,502 Michigan pine deals, Order. Weymouth, U. S.,",1,,0.0,,,
origin,"5,069 pit props, W. G. Morrison & Co. Thetis @ Christiania,",1,,0.0,,,
origin,"4,515 battens, W. Anderson & Co. Deutschland @ Danzig,",1,,0.0,,,
origin,"557 pcs. timber, 2,781 deals, 580 deal ends, Order. J. F. Heydtmann @ Memel,",1,,0.0,,,
origin,"60 pcs. oak timber, 351 pcs. deal ends, Order. J. F. Heydtmann @ Memel,",1,,0.0,,,
origin,"937 pcs. fir timber, 20 pcs. oak timber, 112 sleeper blocks, 820 pcs. lathwood, Order. Hermann @ Stettin,",1,,0.0,,,
origin,"60 loads lathwood, Rennie, Masterton, & Co. Saphir @ Porsgrund,",1,,0.0,,,
origin,"388 pcs. timber, 136 deals, Ferguson, Davidson, & Co. Huos @ Vefsen,",1,,0.0,,,
origin,"8,654 battens, Order. Caroline Jessing @ Dram,",1,,0.0,,,
origin,Gething Coats (s),1,,0.0,,,
origin,Arcachon-pitwood,1,,0.0,,,
origin,"Sapelo 2,131 pcs. sawn timber, 485 deals",1,,0.0,,,
