port_type,port_name,count,suggested_match,match_score,action,map_to,notes
origin,Maria,1,,0.0,,,
origin,Naskee,1,,0.0,,,
origin,"Christiania - 4,116 pcs. mining timber",1,,0.0,,,
origin,Port Lannay,1,,0.0,,,
origin,W.C. Africa-quantity sapwood,1,,0.0,,,
origin,"Brynild @ Sandefjord,",1,,0.0,,,
origin,"14,703 battens, Order. Palmen @ Namsos,",1,,0.0,,,
origin,"80 loads props, Lumphinnan Coal Co. Immanuel @ Christiania,",1,,0.0,,,
origin,"6,709 props, W. Donaldson. Alung @ Christiansand,",1,,0.0,,,
origin,"4,913 props, 502 deals, Denholm & Co. Invermark @ Christiania,",1,,0.0,,,
origin,"8,439 props, W. Donaldson. Marie @ Gothenburg,",1,,0.0,,,
origin,"7,151 props, Love & Stewart. Ranger @ Christiania,",1,,0.0,,,
origin,"242 pcs. hewn, 274 sawn, 430 pcs. pitch pine deals, Price, Potter, Walker, & Co. Bishop Bruno @ Fredrikstad,",1,,0.0,,,
origin,"Clark & Co.; 2,570 do.",1,,0.0,,,
origin,Ramso,1,,0.0,,,
origin,Brevig-&c.,1,,0.0,,,
origin,Tresukstea,1,,0.0,,,
origin,"7,200 deals, Speranga @ Onega,",1,,0.0,,,
origin,"7,200 deals, Irene @ Neder Kalix,",1,,0.0,,,
origin,"20,961 deals, Baidar (s) @ Riga,",1,,0.0,,,
origin,"Laine @ Soderhamn,",1,,0.0,,,
origin,Boderhamn,1,,0.0,,,
origin,"Darien, Geo.",1,,0.0,,,
origin,Djuprvik,1,,0.0,,,
origin,Fredrikstrard,1,,0.0,,,
origin,"Fredrikshald 6,808 skirtings, 51,990 boards",1,,0.0,,,
origin,Fordeaux,1,,0.0,,,
origin,"Farnworth & Jardine; 1,013 pcs. hardwood lumber",1,,0.0,,,
origin,"Drysdale Bros.; 1,013 pcs hardwood lumber",1,,0.0,,,
origin,Potts & Co.; 614 pcs. oak lumber,1,,0.0,,,
origin,"Whiteside, Johns, mouldings",1,,0.0,,,
origin,"Konisberg 1,250 pcs. timber",1,,0.0,,,
origin,@ Cronstadt,1,,0.0,,,
origin,Augsta,1,,0.0,,,
origin,Tremsund,1,,0.0,,,
origin,Allan Bros. ; 52 lds. firewood,1,,0.0,,,
origin,Linkoping,1,,0.0,,,
origin,Danzig - 558 lds. hewn oak,1,,0.0,,,
origin,Harfvarfeg,1,,0.0,,,
origin,"Kotka 440 lds. deals, battens, and boards",1,,0.0,,,
origin,Soderhamn-a quantity of mining timber,1,,0.0,,,
origin,"Hollis Bros. & Co. ; 1,638 battens",1,,0.0,,,
origin,Drysdale Bros. ; 498 bdls. shooks,1,,0.0,,,
origin,"North Port, N S",1,,0.0,,,
origin,"Taylor & Low Bros. ; 60 pcs. splints, 17,360 deals",1,,0.0,,,
origin,W. Lethbridge; 250 pcs. splints,1,,0.0,,,
origin,Fredriks,1,,0.0,,,
origin,Battens,1,,0.0,,,
origin,Soderhamn 660 lds. props,1,,0.0,,,
origin,"Neale, Harrison, & Co. ; 91 logs timber",1,,0.0,,,
origin,"West Bay, N.S",1,,0.0,,,
origin,"Soroka 78,755 redwood deals, &c",1,,0.0,,,
origin,"Hernosand 25,912 deals, &c.",1,,0.0,,,
origin,"Order; 2,323 bdls. slating battens",1,,0.0,,,
origin,"Order; 19,400 yellow deals",1,,0.0,,,
origin,"Order; 45,546 deals and battens",1,,0.0,,,
origin,Down (s),1,,0.0,,,
origin,Penc,1,,0.0,,,
origin,Bordeaux-quarter hewn fir,1,,0.0,,,
origin,"Pensacola - 815 logs timber, 465 planks",1,,0.0,,,
origin,Cayo,1,,0.0,,,
origin,Ran goon,1,,0.0,,,
origin,Annotto Bay,1,,0.0,,,
origin,"G'burg-stds. 12,017 battens",1,,0.0,,,
origin,Puerta Cortes,1,,0.0,,,
origin,"McEwan & Co. 4,430 boards",1,,0.0,,,
origin,P. E I.,1,,0.0,,,
origin,"Summerside P. E. I. 1,333 deals",1,,0.0,,,
origin,Enanger,1,,0.0,,,
origin,"Wright, Graham & Co. ; 2,221 pcs. oak, 204 bdls. poplar & Kemp ; 812 pcs. oak, 20 logs poplar 4 pcs. pine",1,,0.0,,,
origin,Arendal - 540 lds. firewood,1,,0.0,,,
origin,Tatham & Co; 5 pcs. timber,1,,0.0,,,
origin,"Wilkinson Bros.; 7,557 deals",1,,0.0,,,
origin,Hennebont 146 lds. pitwood,1,,0.0,,,
origin,Bordeaux 93 lds. pitwood,1,,0.0,,,
origin,Lugnvik-(Hernösand),1,,0.0,,,
origin,"Riga - 13,579 pcs. lathwood",1,,0.0,,,
origin,"Gothenburg-qty. boards, sleepers, deals, battens, mouldings",1,,0.0,,,
origin,"2,162 pcs. timber, 8 pcs. hewn pitch pine, sawn pitch pine timber, teh pine deals",1,,0.0,,,
origin,4 lds. firewood,1,,0.0,,,
origin,238 lds. [?],1,,0.0,,,
origin,378 lds. sawn fir firewood,1,,0.0,,,
origin,42 lds. firewood,1,,0.0,,,
origin,"Sandefjord - 2,940 battens and ends",1,,0.0,,,
origin,Solvetsburg,1,,0.0,,,
origin,Monte Cristi,1,,0.0,,,
origin,T. Mitchell; 263 maple blocks,1,,0.0,,,
origin,Werolax,1,,0.0,,,
origin,Svelarg,1,,0.0,,,
origin,"Drobak 16,095 props",1,,0.0,,,
origin,Stromstradi,1,,0.0,,,
origin,Holmestrad,1,,0.0,,,
origin,Pont L’Abbe,1,,0.0,,,
origin,"Gothenburg 5 pkgs. broom handles, 35 cases matches, 40 bales wash boards",1,,0.0,,,
origin,"Rafso-deals, battens",1,,0.0,,,
origin,"Mobile-tim., deals, &c.",1,,0.0,,,
origin,Stockholm-battens,1,,0.0,,,
origin,Montreal-dls.,1,,0.0,,,
origin,Calmar-poles,1,,0.0,,,
origin,"Memel-staves, oak",1,,0.0,,,
origin,"G'burg-deals, battens",1,,0.0,,,
origin,Holmstad-battens,1,,0.0,,,
origin,"Krageroe-brds., firewood",1,,0.0,,,
origin,"Helsingfors-deals, &c.",1,,0.0,,,
origin,"Danzig-tim., sleepers",1,,0.0,,,
origin,Xiania-brds.,1,,0.0,,,
origin,"G'burg-brds, &c.",1,,0.0,,,
origin,Saltkallan-battens,1,,0.0,,,
origin,"Riga-logs, lathwood",1,,0.0,,,
origin,"Soderhamn-brds., &c.",1,,0.0,,,
origin,"Wyborg-deals, &c.",1,,0.0,,,
origin,"Risoer-deals, &c.",1,,0.0,,,
origin,"G'burg-btns,, &c.",1,,0.0,,,
origin,Oscarshamn-laths,1,,0.0,,,
origin,Sikea Warf,1,,0.0,,,
origin,Skien-staves,1,,0.0,,,
origin,"G'burg-aths, &c.",1,,0.0,,,
origin,"Xiania-poles, rickers",1,,0.0,,,
origin,Reval-lathwood,1,,0.0,,,
origin,Reval-birch,1,,0.0,,,
origin,"Memel-oak, &c.",1,,0.0,,,
origin,Vefsen-boards,1,,0.0,,,
origin,Stettin-oak sleepers,1,,0.0,,,
origin,"Danzig-sleepers, oak",1,,0.0,,,
origin,"605 pcs. spars, 3,449 pcs. battens, 10 fms. batten ends",1,,0.0,,,
origin,"21,022 pcs. flooring, 810 scantlings",1,,0.0,,,
origin,"260 bdls. boards, 152 bdls. mouldings, 1,672 doors",1,,0.0,,,
origin,Coats,1,,0.0,,,
origin,160 lds. pitwood,1,,0.0,,,
origin,425 lds. sawn unrated flooring boards,1,,0.0,,,
origin,Kieven,1,,0.0,,,
origin,"Philadelphia – 1,466 maple boards",1,,0.0,,,
origin,"12,689 pkgs. lumber",1,,0.0,,,
origin,Muros 450 lds. pitwood,1,,0.0,,,
origin,"Wade, Sons, & Co.; 8,319 deals and ends",1,,0.0,,,
origin,"Oscarshamn 56,845 pit props",1,,0.0,,,
origin,"Westervik 27,3[?] deals, &c.",1,,0.0,,,
origin,"Riga 10,400 deals, 8,371 ends, 4,175 pcs. firewood",1,,0.0,,,
origin,Portland Me. 515 cs. splints,1,,0.0,,,
origin,Torf,1,,0.0,,,
origin,"Symons & Baker; 7 spars, 48 fir poles, firewood",1,,0.0,,,
origin,Bland & Co. ; 150 lds. pitwood,1,,0.0,,,
origin,Morel Bros. ; 100 lds. pitwood,1,,0.0,,,
origin,Parsborough,1,,0.0,,,
origin,Lockne,1,,0.0,,,
origin,Stocksasag,1,,0.0,,,
origin,Stockvig,1,,0.0,,,
origin,"Bay de Verte, N.B.",1,,0.0,,,
origin,Green Island,1,,0.0,,,
origin,Saulta Cochon,1,,0.0,,,
origin,Soderkopling,1,,0.0,,,
origin,"New Orleans - 1,135 staves",1,,0.0,,,
origin,Sagunay,1,,0.0,,,
origin,"West Point, Va.",1,,0.0,,,
origin,Timas de Zaza,1,,0.0,,,
origin,Stenkjer,1,,0.0,,,
origin,Katka,1,,0.0,,,
origin,Redon 97 lds. pitwood,1,,0.0,,,
origin,"Stocka 27,440 fir deals and ends",1,,0.0,,,
origin,Rotterdam 195 bdls. hoops,1,,0.0,,,
origin,Skie 1,1,,0.0,,,
origin,Sornas Helsingfors,1,,0.0,,,
origin,Snaroen and Christiania,1,,0.0,,,
origin,Exploits (N.F.),1,,0.0,,,
origin,Order ; 2 logs timber,1,,0.0,,,
origin,Géfle,1,,0.0,,,
origin,Landsburg,1,,0.0,,,
origin,"Nederkalix-staves, &c.",1,,0.0,,,
origin,"Cascumpec-deals, &c.",1,,0.0,,,
origin,"Nederkalix-deals, &c.",1,,0.0,,,
origin,Halifax-deals and ends,1,,0.0,,,
origin,Gaspe-birch poles,1,,0.0,,,
origin,"Cronstadt-boards, &c.",1,,0.0,,,
origin,Memel-fir and oak,1,,0.0,,,
origin,Christiania-timber,1,,0.0,,,
origin,Riisoer-timber,1,,0.0,,,
origin,"Nykoping-deals, &c.",1,,0.0,,,
origin,"Hudikswall-deals, bds.",1,,0.0,,,
origin,"Stettin-oak logs, &c.",1,,0.0,,,
origin,Porsgrund-firewood,1,,0.0,,,
origin,Skelleftea-boards,1,,0.0,,,
origin,P'grund-staves,1,,0.0,,,
origin,Archangel-btns.,1,,0.0,,,
origin,Memel-battens,1,,0.0,,,
origin,"Wyburg-deals, bds.",1,,0.0,,,
origin,"Riga-battens, deals",1,,0.0,,,
origin,Memel-oak logs,1,,0.0,,,
origin,"Calmar-mining tim., props",1,,0.0,,,
origin,Tvedestrnd.,1,,0.0,,,
origin,"Oscarshamn-ming. tim., &c.",1,,0.0,,,
origin,Saltkallan-props,1,,0.0,,,
origin,"G'burg-dls., &c.",1,,0.0,,,
origin,Archangel-battens,1,,0.0,,,
origin,Porsgrund-mim. tim.,1,,0.0,,,
origin,Laurvig-deals and battens,1,,0.0,,,
origin,Riga-deals and props,1,,0.0,,,
origin,Gefle-whitewood and deal ends,1,,0.0,,,
origin,"Skien-timber, &c.",1,,0.0,,,
origin,Arendal-flooring boards,1,,0.0,,,
origin,"Kragero-pit props, &c.",1,,0.0,,,
origin,Danzig-redwood tim.,1,,0.0,,,
origin,Danzig-redwood,1,,0.0,,,
origin,"Riga-whitewood, &c.",1,,0.0,,,
origin,Kotka-deals and staves,1,,0.0,,,
origin,Dantzig-square timber,1,,0.0,,,
origin,Laurvig-battens,1,,0.0,,,
origin,Jensen,1,,0.0,,,
origin,Kragero-square timber,1,,0.0,,,
origin,"Drammen-staves, &c.",1,,0.0,,,
origin,"P'burg-deals, &c.",1,,0.0,,,
origin,"Alma, N. B.-deals",1,,0.0,,,
origin,Cork-130 tons,1,,0.0,,,
origin,"Archangel-deal, &c.",1,,0.0,,,
origin,Betsiamitz-deals,1,,0.0,,,
origin,Cardiff-timber,1,,0.0,,,
origin,Svartvik-timber,1,,0.0,,,
origin,P'burg-deals,1,,0.0,,,
origin,Order ; 11 pcs. oak,1,,0.0,,,
origin,Landvik,1,,0.0,,,
origin,Havre 136 pcs. wood,1,,0.0,,,
origin,"New York 2,104 pkgs. lumber",1,,0.0,,,
origin,"Wifstawarf 7,305 battens, 14,524 deals, 32,203 boards",1,,0.0,,,
origin,Fiano,1,,0.0,,,
origin,"Kotka 401,900 staves",1,,0.0,,,
origin,"Riga 601 lds. battens and deals, 104 lds. lathwood",1,,0.0,,,
origin,Hudikswall 332 lds. props,1,,0.0,,,
origin,"Gefle 16,639 deals, 21 lds. firewood",1,,0.0,,,
origin,"Savenas 32,205 deals, battens, and ends",1,,0.0,,,
origin,"New York 2,880 pcs. oak, 450 bdls. staves",1,,0.0,,,
origin,Danzig 619 pcs. wood,1,,0.0,,,
origin,Porsgrund - 650 lds. firewood,1,,0.0,,,
origin,"Churchill & Sim ; 1,695 pcs. oak",1,,0.0,,,
origin,Hattley Hay ; 90 pcs. lumber,1,,0.0,,,
origin,"Sundswall - 136,963 deals, planed boards, 21,752 deals, battens, and boards",1,,0.0,,,
origin,"Ellison, Murphy, & Co. ; 50 pcs. elm, 71 pcs. ash, 149 pcs. waney pine, 107 pcs. rock elm, 153 pcs. square pine deals, 1,905 deal ends",1,,0.0,,,
origin,"J. Burstall & Co. ; 936 deals, 5,449 boards",1,,0.0,,,
origin,Bre-t,1,,0.0,,,
origin,W.C.Africa,1,,0.0,,,
origin,"Christiania - 40,826 boards",1,,0.0,,,
origin,Gibara,1,,0.0,,,
origin,Gothenburc,1,,0.0,,,
origin,Arno (Hudikswall),1,,0.0,,,
origin,"Maxime & Co.; 1,800 bdls. laths",1,,0.0,,,
origin,Oanfa,1,,0.0,,,
origin,Porsgrun,1,,0.0,,,
origin,Terneuzen,1,,0.0,,,
origin,Balti more,1,,0.0,,,
origin,"Fred ikstad 98,839 boards, 6,212 mouldings, 8,427 scantlings",1,,0.0,,,
origin,387 lds. boards,1,,0.0,,,
origin,"2,000 pcs staves",1,,0.0,,,
origin,Farnworth & Jardine; 32 logs walnut,1,,0.0,,,
origin,37 bdls. lumber,1,,0.0,,,
origin,"Gothenburg-quantity pit-props, pit poles, battens and boards",1,,0.0,,,
origin,"Christiania - 3,323 pit-props",1,,0.0,,,
origin,"Halifax - 2,103 pkgs. spoolwood",1,,0.0,,,
origin,Asbecka,1,,0.0,,,
origin,Mobile-deals,1,,0.0,,,
origin,"H. Smith & Co. ; 2,000 bdls. laths",1,,0.0,,,
origin,"J. Kennedy & Co. ; 1,231 bdls. staves, 10 cs. hubs",1,,0.0,,,
origin,"Dickson, Bros. & Co.",1,,0.0,,,
origin,Bredvik,1,,0.0,,,
origin,"Gothenburg-quantity sleepers and props, 1,378 birch squares",1,,0.0,,,
origin,"29,356 boards, Order. Esperance @ Cronstadt,",1,,0.0,,,
origin,Oscarshamn 106 lds. pitprops,1,,0.0,,,
origin,163 lds. pitprops,1,,0.0,,,
origin,Warwik,1,,0.0,,,
origin,Beamerside,1,,0.0,,,
origin,214 lds. pit props,1,,0.0,,,
origin,238 lds. pit props,1,,0.0,,,
origin,150 lds. pit props,1,,0.0,,,
origin,"New York, U.S.",1,,0.0,,,
origin,Memel 587 pcs. sawn fir,1,,0.0,,,
origin,W. ; 468 pcs. p.p. timber,1,,0.0,,,
origin,Lowenthal & Railton; 53 pcs. lignum-vitae,1,,0.0,,,
origin,"Mobile, Ala",1,,0.0,,,
origin,"Hudikswall 200 lds. sawn fir, 10 lds. hewn fir",1,,0.0,,,
origin,Beryl,1,,0.0,,,
origin,"Tadousac, at Bowling",1,,0.0,,,
origin,Aberdoyle,1,,0.0,,,
origin,Porsgrund-part cargo landed at Kincardine; 660 battens,1,,0.0,,,
origin,Gothenburg 96 lds. box-boards,1,,0.0,,,
origin,Carabella,1,,0.0,,,
origin,Mediterranean from Leghorn,1,,0.0,,,
origin,"Curacoa, &c. from Curacoa",1,,0.0,,,
origin,"Delagoa Bay, &c., from East London",1,,0.0,,,
origin,Hennebont 230 lds. pitwood,1,,0.0,,,
origin,"Danzig 430 pcs. hewn oak, 82 crossings",1,,0.0,,,
origin,"Fredrikstad 9,599 sleepers",1,,0.0,,,
origin,"Porsgrund 1,126 pcs. hewn fir, 381 fir spars, 1,007 pcs. sawn fir",1,,0.0,,,
origin,"Rotterdam 2,884 bdls. hoops",1,,0.0,,,
origin,"Gothenburg 409 lds. battens, 12,717 lds. pit props, 1,000 bdls. lathwood",1,,0.0,,,
origin,Irish C. Davies; from Quebec,1,,0.0,,,
origin,"Boston 9,021 pcs. lumber",1,,0.0,,,
origin,"New York 4,056 pcs. lumber",1,,0.0,,,
origin,Calmar - 406 lds. sawn fir,1,,0.0,,,
origin,Roche Bernard - 135 lds. props,1,,0.0,,,
origin,Didone,1,,0.0,,,
origin,Nykyjobing,1,,0.0,,,
origin,Bristol - Rotterdam - 380 bdls. hoops,1,,0.0,,,
origin,"Narva - 41,300 deals and battens",1,,0.0,,,
origin,Sundswall 287 fms. firewood,1,,0.0,,,
origin,Batscan,1,,0.0,,,
origin,"Archangel - 10,998 deals",1,,0.0,,,
origin,Sundswall - 178 fms. firewood,1,,0.0,,,
origin,"Christiania - 2,368 scantlings",1,,0.0,,,
origin,Johannadal,1,,0.0,,,
origin,Ytterfors,1,,0.0,,,
origin,Belize - 192 pcs. mahogany,1,,0.0,,,
origin,Adolph Michel,1,,0.0,,,
origin,"Gothenburg-quantity of props, crowntrees, birch props, and mining timber",1,,0.0,,,
origin,"L. C. Hay; 1,703 pcs. oak",1,,0.0,,,
origin,W. C. Africa; from Axim,1,,0.0,,,
origin,W.C. Africa; from Mayumba,1,,0.0,,,
origin,Mediterranean; from Odessa,1,,0.0,,,
origin,Kingston and Rio Bueno,1,,0.0,,,
origin,Halmstad 392 lds. props,1,,0.0,,,
origin,"Rotterdam 4 cases woodware, 940 bdls. hoops",1,,0.0,,,
origin,Singapore 200 pcs. teak,1,,0.0,,,
origin,Stein Carm; 249 cs splints,1,,0.0,,,
origin,Fredestrand,1,,0.0,,,
origin,"Gothenburg, 1,667 bdls. blocks",1,,0.0,,,
origin,Tampico- [?] - Worth & Jardine; 61 [?] & Co.; from New Orleans - [?] Kennedy & Co.,1,,0.0,,,
origin,"Portland (Ore,on)",1,,0.0,,,
origin,Colon 32 logs mahogany,1,,0.0,,,
origin,Baltimore 722 pcs oak,1,,0.0,,,
origin,140 lds. pit props,1,,0.0,,,
origin,Kopmaholmen,1,,0.0,,,
origin,"Gothenburg 8,211 props",1,,0.0,,,
origin,"Jas. Kennedy & Co. ; 5,104 deals",1,,0.0,,,
origin,"Pascagoula 634 pcs. timber, 420 deals",1,,0.0,,,
origin,Ornskolsvik,1,,0.0,,,
origin,Mesen,1,,0.0,,,
origin,Aasgardstran,1,,0.0,,,
origin,"July 29th, Circassian, Liverpool, 8 pcs. deals; Buenos Ayrean, Glasgow, 4,103 deals; Niord, Dublin, 19,598 pcs. spruce deals; Pieter, Liverpool, 15,235 pcs. pine deals do. do. ends; 30th, Rebecca, Liverpool, 97 std. pine deals, 250 do. do. ends, 1,000 do. do. boards; Amgar, London, 109 pcs. spruce deals, 65 std. deals; Genii, Liverpool, 24 oak, 105 do. elm, 359 do. waney white pine, 74 pipe staves, 485 WOWI do., 105 pcs. square white pine, 538 pcs. pine deals, 1,055 pcs. deals, 2,737 do. do. ends; Aug. 1st, Ormen, 49 pcs. oak, 89 do. elm, 13,596 pine deals, 18 do. do. ends, 4,322 spruce deals; Novum, 311 pcs. oak, 265 do. elm, 65 do. red, 145 do. white pine, 28 do. birch, 41 do. ash, do. walnut, 98 do. hickory, 10 do. maple, 7 do. whitewood, 1 do. beech, 5 do. butternut, 390 pine deals, 5,041 pipe staves, 7,200 WOWI; Drammenseren, London, 1,306 pcs. oak, 465 do. ash, 13,414 pine deals, 3,200 pine ends, 900 spruce deals, 2,216 boards; Helena, Cork, 11,850 pcs. spruce deals, 835 do. ends; Verbena, South Shields, 125 pcs. oak, do. elm, 15 do. ash, 25 do. red pine, 103 do. white pine, 255 square do. do., 663 pine deals, 325 do. do. ends; Dei Gratia, Hull, 19,941 pine deals, 1,096 do. do. ends; 2nd, Ormen, de, 8,169 pcs. spruce deals, 250 do. ends; thbourne, Bristol, 6,000 pcs. deals; 3rd, l'earl, Cardiff, 376 pcs. white pine, 42 do. 1,117 pine deals, 1,667 pcs. sawn longitudi",1,,0.0,,,
origin,"King Bros. ; 26 walnut logs, 6 ash logs, 2 poplar logs",1,,0.0,,,
origin,R. W. Maria Andrina – Bordeaux – 350 lds. pitwood,1,,0.0,,,
origin,Tellefsen (s) – Bordeaux – 750 lds. pitwood,1,,0.0,,,
origin,"Gray ; 1,265 pcs. square timber, 4",1,,0.0,,,
origin,Wells Bros. ; 11,1,,0.0,,,
origin,"E. Thompson & Son ; 1,379 props",1,,0.0,,,
origin,H. Smith & Co. ; 809 props,1,,0.0,,,
origin,"Haagen & Co. ; 1,208 props, 10",1,,0.0,,,
origin,Haagensen ; 583 props,1,,0.0,,,
origin,Allen ; 500 bdls. laths,1,,0.0,,,
origin,"Christiansand - 10,016 pcs. sawn fir",1,,0.0,,,
origin,Gannet (s),1,,0.0,,,
origin,Finebont,1,,0.0,,,
origin,Oster Tangan,1,,0.0,,,
origin,"J. & J. Hay; 6,199 props",1,,0.0,,,
origin,Brown & Atkinson; 8 lds. firewood,1,,0.0,,,
origin,S. Brooks; 1 cs. lumber,1,,0.0,,,
origin,Sundswall - 283 fms. firewood,1,,0.0,,,
origin,Soderhamn-wood pulp,1,,0.0,,,
origin,"Riga - 25,771 pcs. lathwood, 10,636 deals, 13,024 ends",1,,0.0,,,
origin,"Cronstadt - 1,987 pcs. lathwood",1,,0.0,,,
origin,J. W. Uloth & Co.; 75 pkgs. turned wood,1,,0.0,,,
origin,Trenberth,1,,0.0,,,
origin,"James Scott; 3,375 deals, battens, and boards",1,,0.0,,,
origin,"Cbristiansand - 3,064 battens",1,,0.0,,,
origin,"Brownlee & Co. ; 24,727 brl. staves",1,,0.0,,,
origin,Villa Vartan,1,,0.0,,,
origin,"Henry Smith & Co.; 4,175 oak staves",1,,0.0,,,
origin,"Pyman, Bell, & Co.; 110 spars",1,,0.0,,,
origin,R. Coltart & Co.; 862 pcs. oak,1,,0.0,,,
origin,Diamond Match Co.; 220 cs. splints,1,,0.0,,,
origin,Pinner's Point (s),1,,0.0,,,
origin,"Riga 2,938 deals, 4,633 pcs. lathwood",1,,0.0,,,
origin,Windsau,1,,0.0,,,
origin,Tonnay Charaute,1,,0.0,,,
origin,"Baltic @ Drammen,",1,,0.0,,,
origin,"Francisca @ Rangoon, 175 planks, 40 ventilators, Order. Atlantic @ Basslin,",1,,0.0,,,
origin,"1,561 pcs. poles, 2,348 pcs. props, W. D. Coxon. Audacia @ Lillesand,",1,,0.0,,,
origin,"80 loads of flooring boards, shippers W. & A. Laycock. Arrow to Sunderland,",1,,0.0,,,
origin,"377 pcs. hewn, 107 pcs. sawn, 476 deals pitch pine, G. M. Barnes. Fair Wind @ Pensacola,",1,,0.0,,,
origin,"12 pcs. wainscot, Order. Goteborg @ Gothenburg,",1,,0.0,,,
origin,"6,359 pcs. pit props, L. Penderson. Avenir @ Sandefjord,",1,,0.0,,,
origin,"5,343 pcs. pit props, 8,730 pcs. sleepers, Order. Triton @ Gothenburg,",1,,0.0,,,
origin,Igzesund,1,,0.0,,,
origin,"Neder Kalix 18,608 fir deals, 51 pcs. sawn fir, 15 lds. scantlings",1,,0.0,,,
origin,Sapelo Sound,1,,0.0,,,
origin,"Fredrikshald 49,050 boards",1,,0.0,,,
origin,Riaoer,1,,0.0,,,
origin,Laurviz,1,,0.0,,,
origin,Newcast'e,1,,0.0,,,
origin,"Baltimore 7,833 pcs. oak lumber, 412 bdls., 4,774 pcs. satin walnut lumber, 116 pcs. oak and 164 bdls. poplar lumber, 36 logs walnut",1,,0.0,,,
origin,New York 22 walnut logs,1,,0.0,,,
origin,Terceira,1,,0.0,,,
origin,"2,926 deals, 12,650 deals, 465 ends, palings Order; @ Montreal,",1,,0.0,,,
origin,"Chatham, 1,280 lds. sawn fir",1,,0.0,,,
origin,Rasko,1,,0.0,,,
origin,"Barkworth & Spalding; 1,158 deals",1,,0.0,,,
origin,Kramfors and Nordmaling,1,,0.0,,,
origin,Riga - 91 pkgs. wood,1,,0.0,,,
origin,"Wilson, Watt, & Co.; 1,075 pcs. round mining timber",1,,0.0,,,
origin,Christiania 607 bdls. box-bdls. laths,1,,0.0,,,
origin,"Order; 21,000 boards",1,,0.0,,,
origin,"149,648 deals, boards, battens, ends and staves",1,,0.0,,,
origin,"Ship Harbour, N S.",1,,0.0,,,
origin,Annapolis Harbour,1,,0.0,,,
origin,Gordan River N.S.,1,,0.0,,,
origin,"2,323 lds. deals and ends",1,,0.0,,,
origin,541 lds. deals and battens,1,,0.0,,,
origin,"23,681 deals",1,,0.0,,,
origin,"Holdsworth & Midgley ; 2,640 pcs. round timber",1,,0.0,,,
origin,"165,517 deals, battens and boards",1,,0.0,,,
origin,North Eastern Ry. Co. ; from Hango,1,,0.0,,,
origin,"T. W. Allen & Son ; 7,399 battens",1,,0.0,,,
origin,Harrison Robinson ; 472 deals,1,,0.0,,,
origin,"Gothenburg - 1,256 doors",1,,0.0,,,
origin,"New York 4,100 staves",1,,0.0,,,
origin,Norrkoping-qty. of props and ends,1,,0.0,,,
origin,Rano,1,,0.0,,,
origin,Horseno,1,,0.0,,,
origin,"Christiania 110 lds. props, 12 lds. birch props, 12 lds. firewood, 60 lds. wood pulp, 60 lds. flooring boards; from Hallsta",1,,0.0,,,
origin,Hommelvik 627 lds. headings,1,,0.0,,,
origin,Halmstad 171 lds. pit props,1,,0.0,,,
origin,Jesfed,1,,0.0,,,
origin,II nosand,1,,0.0,,,
origin,Halmstad 95 lds. pit props,1,,0.0,,,
origin,Gothenburg 30 lds. pit props,1,,0.0,,,
origin,Drontheim 752 lds. deals and battens,1,,0.0,,,
origin,Kotka 445 lds. sawn fir,1,,0.0,,,
origin,"Hudikswall - 41,943 deals, boards, and ends",1,,0.0,,,
origin,Wood Bros. ; 8 bdls. laths,1,,0.0,,,
origin,"Wilson, Sons, & Co. ; 12,480 props",1,,0.0,,,
origin,"Cronstadt - 3,490 pcs. sawn fir, 2,650 pcs. lathwood",1,,0.0,,,
origin,520 lds. props,1,,0.0,,,
origin,Hennel ont,1,,0.0,,,
origin,"Gothenburg-qty. battens and boards, qty. sleepers and ends, qty. deals",1,,0.0,,,
origin,Storvig,1,,0.0,,,
origin,L'Orient 490 lds. pitwood,1,,0.0,,,
origin,Lygesund,1,,0.0,,,
origin,"Carrabelle, Fla.",1,,0.0,,,
origin,Marie Windau,1,,0.0,,,
origin,Amoy,1,,0.0,,,
origin,Angskar,1,,0.0,,,
origin,Chatham U.S.,1,,0.0,,,
origin,Gidesbacka,1,,0.0,,,
origin,Memi,1,,0.0,,,
origin,Alesand,1,,0.0,,,
origin,"Sackville, N. B.",1,,0.0,,,
origin,"Sydney, C.B.",1,,0.0,,,
origin,"9 sacks, 22 bgs. bobbins, 26 cs. broomhandles, 144 bgs. turned wood, 1,200 bdls. laths",1,,0.0,,,
origin,"Halifax and Baltimore 4,013 pkgs. spoolwood, 81 pcs. oak lumber, 1,046 pcs. poplar logs",1,,0.0,,,
origin,"Edmiston & Mitchells; 9,980 brls. staves",1,,0.0,,,
origin,"Edmiston & Mitchells; 10,900 staves",1,,0.0,,,
origin,Wm. Connal & Co.; 1 log mahogany,1,,0.0,,,
origin,"Edmiston & Mitchells; 3,600 hhd. staves",1,,0.0,,,
origin,"P. Osbeck; quantity pit-props and props, sleepers, and poles",1,,0.0,,,
origin,Christianasand,1,,0.0,,,
origin,Gothenburg 961 pcs. cut wood,1,,0.0,,,
origin,New York 3 crts. oak lumber,1,,0.0,,,
origin,Torneå,1,,0.0,,,
origin,Wyborg 450 lds. fir pitprops,1,,0.0,,,
origin,Sunswall 63 lds. sawn fir,1,,0.0,,,
origin,Pugwash 40 lds. deals,1,,0.0,,,
origin,"Tornea - 8,986 deals",1,,0.0,,,
origin,State of Indiana,1,,0.0,,,
