port_type,port_name,count
origin,Rafto,2
origin,Grop,2
origin,Pedersaker,2
origin,"Bayonne, 95lds.oak",2
origin,"Tvedestrand - 5,500 pcs. hewn birch",2
origin,Karridale,2
origin,Coatzacoalcos,2
origin,Riga-timber,2
origin,Memel-timber and deals,2
origin,Miramichi-spruce deals,2
origin,Guysborough,2
origin,Gothenburg-quantity pit-props and battens,2
origin,Hernebont,2
origin,Elise,2
origin,State of New York,2
origin,Sastmola,2
origin,"Beaufort, S.C.",2
origin,Halmstrand,2
origin,Bayoune,2
origin,"Norfolk, VA.",2
origin,Bordeaux 700 lds. pitwood,2
origin,Wiburg,2
origin,Bio,2
origin,Borgn,2
origin,"Campbelton, N.B.",2
origin,"Buctouche-deals, &c.",2
origin,"Gothenburg-deals, props, laths",2
origin,Porsgrund-min. tim. &c.,2
origin,"Laurvig-pit props, &c.",2
origin,"Gothenburg-deals, &c.",2
origin,Skien-pit props,2
origin,"Pensacola-timber, deals",2
origin,Botorp,2
origin,Beaufort,2
origin,Fredriksstad,2
origin,Hamburg-qty. of dunnage wood,2
origin,Kangror,2
origin,"Gothenburg - 21,649 props",2
origin,Sodskende,2
origin,Johannesvik,2
origin,"Five Islands, N.S.",2
origin,Sideby,2
origin,Aquin,2
origin,Edmiston & Mitchells,2
origin,Withy,2
origin,Pont l’Abbe,2
origin,Friejo,2
origin,Emden,2
origin,Oscarshamm,2
origin,Figoholm,2
origin,"Christiania - 21,620 pcs. pitwood",2
origin,Fiume and Trieste,2
origin,Stockholm and Sundswall,2
origin,Trondel,2
origin,Aura,2
origin,Parahyba,2
origin,Risöer,2
origin,Gothenbarg,2
origin,Nedarkalix,2
origin,Riga-quantity firewood,2
origin,Oxelsund,2
origin,Botorpshamn,2
origin,Henneboat,2
origin,"Georgetown, P.E.I.",2
origin,Cervona (s),2
origin,Boncan,2
origin,Frans,2
origin,Klintsham,2
origin,Messida,2
origin,Frederickstad,2
origin,"Weymouth, U.S.",2
origin,Toreboda,2
origin,Blyth,2
origin,Pernam,2
origin,Bersimis River,2
origin,Chicontine,2
origin,Portland (Maine),2
origin,"Tusket, N.S.",2
origin,Pyttis,2
origin,Bangor (Maine),2
origin,Gothenburg-qty. props and crowntrees,2
origin,L'orient,2
origin,Rotterdamn,2
origin,Hafendamm,2
origin,Porto Cabello,2
origin,Bjornborg,2
origin,Werkebeck,2
origin,Tillinge,2
origin,Dansatter,2
origin,Brevig 3 lds. spars,2
origin,Parrig,2
origin,Norssundet,2
origin,Gustafs,2
origin,Bjorneberg,2
origin,Grenada,2
origin,Lules,2
origin,Patenniemi,2
origin,Solvesberg,2
origin,Porsgund,2
origin,Ronaw,2
origin,Bordeaux-950 lds. pitwood,2
origin,"Bordeaux-1,250 lds. pitwood",2
origin,"New York-2,400 staves",2
origin,Guantanamo,2
origin,Wederlax,2
origin,Halifax and Boston,2
origin,Nortelge,2
origin,Skepswik,2
origin,Grund,2
origin,"Riga-qty. deals, ends, and boards",2
origin,"Christiania-3,165 pit props",2
origin,Gothenburg-300 standards pit props,2
origin,Oran,2
origin,St. John’s,2
origin,Patras,2
origin,Wanwik,2
origin,Miramachi,2
origin,Vordingborg,2
origin,Roscoff,2
origin,Vefsen-battens,2
origin,Riga-boards,2
origin,Penzance,2
origin,"Stockholm, &c.",2
origin,Manila-qty. sapanwood,2
origin,"Advocate, N.S.",2
origin,Kotja,2
origin,Vieux Calabar,2
origin,Huelva,2
origin,Empire (s),2
origin,Drammen-qty. boards and deals,2
origin,"Gothenburg-qty. sleepers, splits, and pit-poles, qty. sleepers and props",2
origin,Lilla Wartan,2
origin,Passages,2
origin,Stenkjar,2
origin,Port Blakely (U.S.A.),2
origin,Apple River,2
origin,"Gefle-deals, battens, &c.",2
origin,"Ornskoldsvik-deals, &c.",2
origin,Grimstadt-timber,2
origin,Drogheda,2
origin,Hennebont-props,2
origin,"Sundswall-boards, &c.",2
origin,"Memel - 9,892 redwood sleeper blocks, 711 redwood sleepers",2
origin,"Cronstad- 11,146 pcs. sawn fir, 47 lds. firewood",2
origin,Windau-redwood,2
origin,Gefle-red and whitewood,2
origin,Rotterdam 5 lds. hoops,2
origin,Vesteras,2
origin,Christiani,2
origin,Portsal,2
origin,Murray River,2
origin,Holms,2
origin,"Cronstadt 10,628 deals and battens",2
origin,Trondhjem & Bergen,2
origin,Charlotte Tn.,2
origin,Dahlkarlsa,2
origin,F'shald,2
origin,battens,2
origin,Por-grund,2
origin,Skutskar-firewood,2
origin,W. C. Africa-from Opobo,2
origin,River Plate,2
origin,Tobago,2
origin,"44 deals, 276 pcs. lathwood, W. Southern & Son. Castilia @ Pensacola,",2
origin,Xinestad-handspikes,2
origin,"Metis-deals, ends",2
origin,Minatitlan-mahogany,2
origin,Le'que,2
origin,"Holmsund-dls., &c.",2
origin,Neder Calix-battens,2
origin,Sund-firewood,2
origin,"Xiania-spars, rickers",2
origin,"Archangel-deals, battens",2
origin,Ahlafors-boards,2
origin,Emil,2
origin,Louise,2
origin,Monsteraas,2
origin,Gumboda,2
origin,Haynas,2
origin,Attuu,2
origin,Bureo,2
origin,Flekkiefiord,2
origin,Carmen,2
origin,"Gothenburg-quantity props, splits, and crowntrees",2
origin,Gothenburg-quantity pit-props and crowntrees,2
origin,"Gothenburg-quantity props, crowntrees, square timber, and props",2
origin,Quebec-quantity spruce spars,2
origin,Herncsand,2
origin,"Gander Bay, N.F.",2
origin,Pillau-staves,2
origin,F'stad-staves,2
origin,"Picton-deals, &c.",2
origin,"Xiania-spars, &c.",2
origin,Riga-half-sleepers,2
origin,"Helsingfors-staves, &c.",2
origin,Ornskjoldsvik-firewd.,2
origin,Bollsta-firewood,2
origin,Kramfors-firewood,2
origin,Kotka-ends,2
origin,"Caraquet-deals, &c.",2
origin,Canarinas,2
origin,Mazatlan,2
origin,Fred’stad,2
origin,Dankalso,2
origin,"T. Kerr & Co.; 1,000 boxes sewing machine parts",2
origin,Pytterlaks,2
origin,St. George's Bay,2
origin,"Cedar Keys, U.S.A.",2
origin,Christiania-btns.,2
origin,Riga-staves,2
origin,Wyborg-a quantity of pit props,2
origin,"Ornskjoldsvik 17,306 battens",2
origin,Wiscasset,2
origin,"Richibucto, N. B.",2
origin,Ring,2
origin,St. Brieux-190 lds. pitwood,2
origin,Waija,2
origin,Skelleftea 836 fms. firewood,2
origin,"Millwall Dock, Tara (s)",2
origin,Sapilo,2
origin,Axmar,2
origin,St. John. N.B.,2
origin,Hernösand-props,2
origin,St. Orleans,2
origin,Alecto (s),2
origin,"Picton, U.S.",2
origin,Philadelphia-qnty. staves,2
origin,QUEBEC,2
origin,Porsgrund-timber,2
origin,"Brevig-mining tim, props",2
origin,Sundswall-deals and battens,2
origin,Gefle-firwood,2
origin,Frederiksvoern-props,2
origin,Cora Maria,2
origin,"Gothenburg, &c.",2
origin,Xnia,2
origin,Halmstad-firewood,2
origin,Langvik,2
origin,Holland,2
origin,Archangel-boards,2
origin,Drammen-pit props,2
origin,Kristianopol,2
origin,Bergqvora,2
origin,Equille,2
origin,Tromblade,2
origin,"Drammen - 17,730 pcs. pitwood",2
origin,"2,409 pcs. round timber",2
origin,"Miramichi - 13,284 deals",2
origin,Tlatocalpan,2
origin,Cobourete,2
origin,East Indies,2
origin,Ulvik,2
origin,"New York 900 staves, 1,200 bdls. staves",2
origin,Fredrikstad-firewood,2
origin,Nikskhald,2
origin,Brahe,2
origin,"Skutskar-boards, staves",2
origin,Phila-staves,2
origin,Boston-staves,2
origin,Riga-deal ends,2
origin,Camarinus,1
origin,Fareboda,1
origin,J. C. Isaacs; 63 lds. staves,1
origin,"Chirontime, Canada",1
origin,Thilbugenabben,1
origin,Cape Torment,1
origin,"Wintringham & Son; 4,031 boards and ends",1
origin,"Libau 3 250 bdls. deals, hoops",1
origin,Geschwister,1
origin,Skepsvik,1
origin,Rafso-qtv. deals,1
origin,Order; Kemi,1
origin,"Churchill & Sim; 2,185 deals, 1,544 deals and battens",1
origin,H. Dahl & Co. (s),1
origin,Morris & Co. (s),1
origin,Bolax,1
origin,"Rose, Smith, & Co.; 2,185 deals, 1,544 deals and battens",1
origin,"Mearns & Co.; 2,185 deals, 1,544 deals and battens",1
origin,"J. Keen; 2,185 deals, 1,544 deals and battens",1
origin,Bayonne - 185 lds. pitwood,1
origin,Donelan - 120 lds. pitwood,1
origin,"Burt, Boulton, & Haywood, 5,915 square sleeper blocks",1
origin,St. Malo - 140 lds. pitwood,1
origin,"Aagaards-strand - 21,790 pit-props",1
origin,Pasaka,1
origin,Pauillac 950 lds. pitwood,1
origin,"Sunniside, P. E. I.",1
origin,Bordeaux 850 lds pitwood,1
origin,Gothenburg 290 lds. boards,1
origin,"Dalhousie, N B. 1,450 lds. deals",1
origin,Rotterdam 14 lds. hoops,1
origin,Bark (s),1
origin,Lincoln,1
origin,"Pernovcken 1,372 lds deal- battens, boards, &c.",1
origin,Riga 400 lds sleepers,1
origin,"Pitea 38,386 battens and boards, 50 lds. hewn fir",1
origin,"Wilsons; 7,269 pit props",1
origin,"Valencia, &c.",1
origin,St. Estaphe,1
origin,Kotka 526 lds. fir staves,1
origin,Betsimis,1
origin,Saunesund,1
origin,Helga,1
origin,Falmouth Jamaica,1
origin,Buvig,1
origin,Villagarcia - firwood hewn,1
origin,Vannes - 93 lds. pit-props,1
origin,Bordeaux-pit-props,1
origin,Langro,1
origin,Baltimore - 10 lds. firwood sawn,1
origin,St. Mary's (U.S.A.),1
origin,Solide,1
origin,Akrehaven,1
origin,Enoch,1
origin,Kingsgar,1
origin,Lang-and battens,1
origin,Dumfries – 150 tons oak,1
origin,"Fredrikshald – 38,094 pit-props",1
origin,"Christiania – 46,641 pit-props",1
origin,"Christiania – 46,035 pit-props",1
origin,"Gothenburg – 32,303 fir pit-props",1
origin,"Christiansand – 4,800 pit-props",1
origin,"Christiania – 14,045 pit-props",1
origin,"Christiania – 7,621 fir pit-props",1
origin,"Wilson, Sons, & Co. ; 4,513 props",1
origin,Rotterdam 900 bdls. hoops,1
origin,Gothenburg 55 bdls. wood,1
origin,Solvisborg,1
origin,Horter,1
origin,Borvik,1
origin,"Cronstadt – 2,000 lds. deals, battens, and boards, 56 lds. firewood",1
origin,H. Rand,1
origin,"T. Wilson, Sons, & Co. ; 3,815 pit props",1
origin,Sundswall - 295 cub. fms. pit props,1
origin,"Montreal - 4,847 deals",1
origin,Ros. & Co. M. Wood,1
origin,Kage,1
origin,Puerto Cabellos,1
origin,Osbeck,1
origin,Stromma,1
origin,"Henderson & Livingston; 16,636 pcs. deals, 1,993 pcs. deals and boards, 1,295 pcs. walnut",1
origin,[?]ure,1
origin,Patros,1
origin,Bollsta-deals,1
origin,Aarhuus-ash,1
origin,Krageroe-battens,1
origin,"Three Rivers-dls., &c.",1
origin,"Skonvik-deals, battens",1
origin,Chatham-deals and ends,1
origin,Cronstadt-deals & battens,1
origin,Chatham-deals & ends,1
origin,"F'shald-bds., mldings.",1
origin,"Memel-sleepers, staves",1
origin,"Danzig-timber, lathwood",1
origin,Saltvik-deals,1
origin,Saguenay-deals & ends,1
origin,"F. A. Lightbody; 3,825 oak planks, 1,000 bdls., 23 cs. maple squares",1
origin,Po tland (Ore;on),1
origin,Tampica,1
origin,"1,738 lds. deals, battens and boards",1
origin,"Watsons & Co. ; 51 pcs. hewn oak, 51 pcs. hewn unrated, 623 pcs. hewn fir, 981 pcs. sawn fir, 2,548 deals, 858 staves, 5 lds. lathwood",1
origin,Hamourg,1
origin,"Rotterdam 2,148 bdls. hoops",1
origin,Sundswall 9 lds. firewood,1
origin,Porsgrund and Skien,1
origin,Redon 115 lds. pitwood,1
origin,Apollo Harbour,1
origin,"Riga-qty. spars, deals, and boards",1
origin,4 pcs. pitch pine sawn,1
origin,340 lds. pitwood,1
origin,110 lds. pitwood,1
origin,120 lds. pitwood,1
origin,850 lds. pitwood,1
origin,100 lds. pitwood,1
origin,Casena,1
origin,1 log mahogany and some log ends,1
origin,"Brunswick, N.S.",1
origin,Arohang,1
origin,"Philadelphia- 295 pcs. walnut, 2,937 pcs., 15 bdls. oak",1
origin,Pensacola 74 logs mahogany,1
origin,New York 52 pcs. satin wood,1
origin,"Southern & Nephew; 4,700 planed boards",1
origin,"Wm. Briggs & Sons; 50 lds. hewn elm wood, 470 lds. hewn square pine, 31 lds. hewn fir wood, 100 lds. oak wood, 220 lds. hewn birch wood, 110 lds. waney board pine, 92 lds. fir deals",1
origin,Kristinestadt,1
origin,Stockholm and Soderhamn,1
origin,Ahla,1
origin,Fre.irikshald,1
origin,"Sheet Harbour, Canada",1
origin,"J. & J. Colman ; 200 deals, battens, and boards",1
origin,"Oakland Bay, N.B.",1
origin,"St. John's,",1
origin,2 fthms lthwd.,1
origin,Rochfort,1
origin,Croisie,1
origin,Malme,1
origin,Christaina,1
origin,Cape Breton,1
origin,New-York,1
origin,Richibuch,1
origin,"Pensacola, 2,404 logs pitch pine",1
origin,"Shedia, N.B.",1
origin,St.John's,1
origin,Haslsta,1
origin,"Montreal 3,826 boards, 172 deals Watson & Todd; 58,107 deals and boards",1
origin,Brevig - 12 spars,1
origin,"Montre[?] bdls, 2,298 pcs. lumbe[?] China (s)",1
origin,"Christiania[?] Kallevigs, 1,846 bdl[?] rikstad",1
origin,Pentegoet,1
origin,Cologne-[?] Beckton (s),1
origin,Lake Wether,1
origin,Liscombe N.S.,1
origin,Harma,1
origin,Mo & Domsjo,1
origin,Calleron,1
origin,U [?],1
origin,Bayonne-[?] lds pitwood,1
origin,"Nederkalix-[?] lds deals, battens, &c.",1
origin,Morgonroden,1
origin,Harsund,1
origin,Vordmalling,1
origin,Hallawall,1
origin,Francis,1
origin,"2,647 pcs. deals, H. Sheraton & Co. Baltic @ Oscarshamn,",1
origin,"13,749 deals, scantlings, and ends",1
origin,"Sieveking, Droop, & Co.; 42,428 deals",1
origin,Kisoer,1
origin,Gothenburg and Warberg,1
origin,"Cobbett & Co.; 2,319 pcs., 53 bls. lumber",1
origin,Sydney - 92 pcs. timber,1
origin,H. Herrmann; 25 cs. mouldings,1
origin,"Duus, Brown, & Co.; 1,329 telegraph poles",1
origin,"Helsingfors - 21,842 fir battens",1
origin,"Gothenburg - 23,163 pit props, 7,031 fir posts, 9,799 fir sleepers, 11,000 fir splits, 2,147 fir battens, 8,154 fir rails",1
origin,Tillenestrand,1
origin,"Gothenburg- 10,000 pit props, 32,644 fir splits, 2,069 fir poles",1
origin,"Pensacola - 1,658 pcs. sawn fir",1
origin,"Risoer 53,128 props",1
origin,"Quebec 32 pcs. elm, 69 pcs. sleepers, 260 pcs. white pine, 2,278 spruce deals, 1,074 spruce ends",1
origin,"Halmstad 16,576 props",1
origin,"Brownlee & Co. ; 750 hd. staves, 7,200 pcs. claret staves",1
origin,"D. Caw & Co. ; 159 t. logwood, 4 logs mahogany",1
origin,"Newcastle, N.B. - 24,489 deals, boards, and ends",1
origin,Bordeaux - 153 lds. pitwood,1
origin,"Archangel - 18,307 deals, battens, and boards",1
origin,"Caraquet, D.C.",1
origin,Fau,1
origin,Aurdy,1
origin,Bordeaux 900 lds. hewn fir,1
origin,Latremblade,1
origin,Toldestram,1
origin,"Foy, Morgan and Co. ; 1,500 doors",1
origin,Fredikstad,1
origin,Fiskebackskil,1
origin,New York 72 pcs. lignum,1
origin,"Montreal 5,500 deals",1
origin,"S. Segar ; 1,968 pcs hardwood",1
origin,Newport (Mon.),1
origin,Ed,1
origin,Ro. (Hernosand),1
origin,Arendal-full and complete cargo pit props,1
origin,Kjlorn,1
origin,West B.,1
origin,Norrle (Canada),1
origin,Britannia - Rotterdam,1
origin,Abord,1
origin,Grand Bay,1
origin,Moray Bay,1
origin,"Gothenburg - 24,337 pit props",1
origin,"Quebec and Montreal 11,144 deals",1
origin,"Singleton, Dunn, & Co. ; 15 log ends mahogany",1
origin,Faxa,1
origin,Bordeaux-[?] lds. pitwood,1
origin,"T. Adams & Sons, Ltd. ; 180 lds. battens and ends",1
origin,"Chatham, N B",1
origin,Baie de Verte,1
origin,Halmstad-props,1
origin,Uddevalla - props - Hessler ; birch squares,1
origin,Herte,1
origin,Falkenberg-qty.props,1
origin,"Order ; 3,358 pcs. lathwood",1
origin,Ljurne,1
origin,"Order ; 53 wainscot logs, 5,937 boards, 300 planks, 386 staves",1
origin,Prince Edward’s Island,1
origin,St. Simon’s Island,1
origin,"Noyo, California",1
origin,"Sharp, Cawthorn, & Co ; 424 bdls. mould-ings",1
origin,"Jamaica 2,100 own lancewood spars",1
origin,Fiskebackskill,1
origin,"Halifax, N.S. 48 pcs. lignum-vitae",1
origin,New York 127 pcs. oak R. R. ties,1
origin,New York 360 pcs. lumber,1
origin,"New York 6,987 hd. staves",1
origin,"Boston 30 logs, 3,783 pcs. lumber, 30 logs",1
origin,"Memel - 670 pcs. whitewood sleepers, 5,000 square, 978 half whitewood sleepers, 1,038 whitewood sleepers",1
origin,"Griggs & Co. ; 3,549 bdls. laths, 12,747 staves, 38,557 bdls. boards",1
origin,"W. C. Africa, &c.",1
origin,Tagonrog,1
origin,"Gothenburg-qty. deals, battens, and crowntrees",1
origin,Rotterdam-qty. bdls. wood hoops,1
origin,California,1
origin,"Patos, Canada",1
origin,"Lampson & Co. ; 1,000 bdls. laths",1
origin,Borgo,1
origin,"Messers. Ltd. ; 76 cs. boards, 13,183 deals, 4,780 pcs., 1 car. lumber, 1,600 doors, 25 logs, 420 bdls. shooks ; from Quebec",1
origin,Harkipudos,1
origin,Fredrikstad 453 lds. boards,1
origin,Bone Town,1
origin,Walkenburg,1
origin,Alken,1
origin,Aregrund,1
origin,Hamm,1
origin,"Gefle 359 lds. deals, battens, and boards",1
origin,"Mobile 2 538 pcs. sawn pine logs, 154 lds. pitch pine planks",1
origin,Bay Verte 726 lds. deals and deal ends,1
origin,W. Talbot,1
origin,Mahan,1
origin,Drammen - 287 lds. planed boards,1
origin,"Baltimore 268 pcs. oak, 9,720 staves",1
origin,Onega and Soroka,1
origin,Rorvik,1
origin,"Nordmaling - 16,931 boards",1
origin,Archangel 360 lds. deals,1
origin,Westby,1
origin,"Danzig 6,331 fir blocks, 414 fir sleepers",1
origin,J. P. O. Walker & Co. ; 10 lds. firewood,1
origin,Harnas and Gefle,1
origin,Bay Verts,1
origin,Cienfuegos- 501 mahogany spars,1
origin,Aahus,1
origin,Oceans St Thomas,1
origin,"Dalhousie, Canada",1
origin,"Order, and 1,077 pcs. pit props",1
origin,Hukikswall,1
origin,Bergen and Stavanger,1
origin,"Odense, &c.",1
origin,"Axim, W. C. Africa",1
origin,"Torger & Co.; 204 oak logs, 218 oak planks, 347 oak boards",1
origin,Sandssund,1
origin,"—4,867 deals",1
origin,Bjneborg,1
origin,"Neder Kalix - 11,702 deals and battens, 132 lds. battens",1
origin,"15,988 deals and battens",1
origin,Dronthien,1
origin,"Lithman & Co.; 1,000 birch blocks",1
origin,New York - 600 staves,1
origin,"Halifax - 2,250 boxes splints",1
origin,"Stockholm - 8,898 pit-props - Pyman, Bell, & Co.; 35,877 pit-props",1
origin,Concarneau - 115 lds. pit-props,1
origin,Nyborg,1
origin,"Bjorneborg - 13,094 battens and boards, 2,980 boards",1
origin,Simble Brug,1
origin,Lefjefjord,1
origin,"Riga - 5,074 deals and ends",1
origin,"Riga - 10,136 pit-props - Fife Iron & Coal",1
origin,Holsingfors,1
origin,"Soderhamn-full cargo deals, battens, and boards",1
origin,Benjamin River,1
origin,Hall's Bay,1
origin,Murray Harbour,1
origin,"Wasa 8,236 deals",1
origin,"Riga - 8,614 deals and ends",1
origin,Sault-au - Cochon,1
origin,"Memel - 9,300 pcs. hewn fir",1
origin,Quebec-quantity timber and deals,1
origin,Laurvig 3 lds. firewood,1
origin,"Drontheim 8,680 fir deals, 947 deals and battens",1
origin,Drammen-spruce,1
origin,Sundswall and Rafso (discharging at Paisley),1
origin,"Abo 22,422 deals and battens",1
origin,"Metcalfe, Simpson, & Co ; 1,668 pcs. mining timber",1
origin,"Pickford & Co. ; 5,018 deals and battens",1
origin,"R. Wade, Sons, & Co. ; 1,803 props",1
origin,Vannes-120 lds. pitwood-W. Marie,1
origin,"Christiania-2,795 spars, 1,930 poles, 165 boathooks",1
origin,"Brown, Brough, & Co. ; 320 pkgs. staves",1
origin,Huelva & Lisbon,1
origin,Stranjo,1
origin,Koppvik,1
origin,Lappmanholmen,1
origin,"1,502 birch squares, 3,163 poles, 2,000 bdls. laths, 27,674 sleepers, 17,247 props, 8,014 posts",1
origin,"Arendal 3,179 props",1
origin,Nivero,1
origin,Botorphshamn,1
origin,Frostkorge,1
origin,Asbaca,1
origin,"Bathurst, N.B",1
origin,Donelan 90 lds. hewn fir,1
origin,Lulea and Gefle,1
origin,"Ornskoldsvik - 12,168 deals, battens, and boards",1
origin,Grand Palls,1
origin,"Knudsen, Arter, Playford; 1,150 deals, 3,527 boards",1
origin,"Christiania 4,888 deals",1
origin,Hammerfest,1
origin,Henrichebont,1
origin,Mowel Bay,1
origin,"Kingston, 277 lancewood spars, 182 pcs. satinwood, 497 pcs. ebony, 6 pcs. timber, 61 pcs. lignum-vitae",1
origin,Flekkefjord,1
origin,Uk-vik,1
origin,"Jas. Kennedy & Co. ; 2,700 hhd. staves",1
origin,Eterfjord,1
origin,Marjoen,1
origin,"July 8th, Sardinian (s), Liverpool, 520 boxes match splints,",1
origin,"Newport, Va.",1
origin,"Pfeil, Stedall, & Co. ; 1,200 brl. staves",1
origin,"Amsterdam - 4 pkgs. staves - J. G. Whyte & Co. ; from Rotterdam - 1,700 bdls. hoops",1
origin,F. Briesemann & Co. ; 25 fms. firewood,1
origin,Vigers Bros. ; 43 pkgs. turned wood - J. W. Uloth ; 44 pkgs. turned wood,1
origin,"Cobbett & Co. ; 2,059 pkgs. lumber",1
origin,"W. Marples & Son ; 978 maple rollers, 1,332 wooden rollers",1
origin,D. T. Boyd ; 242 pcs. lumber,1
origin,"Christiansund - 3,940 pcs. mining timber, 1,211 props",1
origin,J. Gardner & Sons ; 65 cs. handles,1
origin,"Tailby & Co. ; 928 bdls. mouldings, 102 battens, 25 crts. trelliswork",1
origin,"Marseilles - 53 pkgs. wood - H. With, Webb & Co. ; 6 planks wood",1
origin,"R. May & Co. ; 1,200 staves",1
origin,"Esdaile & Co. ; 928 bdls. mouldings, 102 bdls. battens, 25 crts. trelliswork",1
origin,Holmestrand - 903 hewn fir props,1
origin,Dorkt,1
origin,"Gothenburg-qty. deals, battens and props",1
origin,"Sandefjord - 2,940 props, 2,008 pit-props-quantity deals, and ends",1
origin,"Gothenburg-qty. pit-props, splits, and sleepers",1
origin,Brownlee & Co.; 166 pcs. oak lumber,1
origin,"Klampenburg- 15,282 battens",1
origin,"McPherson & McLaren; 6,027 battens",1
origin,City of Son.,1
origin,A. Dobell & Co.; 962 w.o. planks,1
origin,Portland & Halifax,1
origin,"Churchill & Sim; 1,600 boards, floorings, 2,195 scantlings",1
origin,Churchill & Sim; 38 brls. skewers,1
origin,L. Bamberger; 64 bdls. fir boards,1
origin,Boulogne-qty. bdls. wood,1
origin,Bordeaux 825 lds. pitwood,1
origin,"Collard, Kendall, & Co.; 50 cs. splints",1
origin,G. E. Arnold & Co.,1
origin,St. Petersburg 60 stds. deals and lathwood,1
origin,Rosetta,1
origin,Helmsund,1
origin,"Odessa - 8,349 staves - P. P. Rodocanachi; 203 oak logs, 2,583 oak planks, 8,349 staves",1
origin,"G. Boor & Co.; 1,125 cs. splints",1
origin,Apalachicula,1
origin,"Wilson, Sons, & Co.; 2,000 sleepers",1
origin,J. Kennedy & Co.; 600 staves,1
origin,Portland Maine,1
origin,"New Orleans - 3,600 staves",1
origin,"New Orleans 4,200 staves",1
origin,"St. John, N.B.-qty. boards",1
origin,Bayonne 95 lds hewn pitwood,1
origin,Blaye - 80 lds. hewn pitwood,1
origin,Halmstadt and Warberg-qty. pit-props,1
origin,"Vancouver, B.C., 604 lds. sawn fir",1
origin,"Falkenberg 8,865 props",1
origin,"New York 3,200 hhd. staves, 8,600 barrel staves, 335 cases wood",1
origin,Caramanal,1
origin,Riga - 705 sleepers,1
origin,"Soderhamn - 1,752 doz. deals",1
origin,"Quebec, &c.",1
origin,"Riga, &c.",1
origin,Grinstad,1
origin,Gothenburg and Fredrikstad,1
origin,Rotterdam - 792 bdls. hoops,1
origin,Wintringham & Son ; 95 pcs. hewn fir,1
origin,Monstereas,1
origin,"Ljusne – 18,675 deals, battens, boards, and ends",1
origin,Grimstad – 340 lds. mining timber,1
origin,"Hernösand – 9,557 deals and ends",1
origin,Gene,1
origin,Weston & Co. ; 350 boards,1
origin,Wycoomagh,1
origin,"Brolin, Bennett, & Co.",1
origin,"Duncan, Ewing, & Co.; 2,798 staves",1
origin,Cherbourg- 150 lds. pit props,1
origin,"Camp, Enwright, & Co.; 763 pcs. lumber",1
origin,A. Dobell & Co.; from New Orleans,1
origin,Saint Domingo,1
origin,Santanter-qty. japanwood,1
origin,Hambro' 93 logs mahogany,1
origin,Cape Haitien,1
origin,Rotterdam-quantity hoops,1
origin,Hernösund-battens,1
origin,Huddickwall-battens,1
origin,Christianand-props,1
origin,Sach Kallan-props,1
origin,Sundswall-timber & deals,1
origin,Dram-flooring and battens,1
origin,Swartwick-fir tim. & deals,1
origin,Santa Anna-mahogany,1
origin,Montreal-pine bds.,1
origin,"Weymouth, N.S.-spruce deals",1
origin,"Quebec-oak, elm, ash, &c.",1
origin,"Quebec-oak, deals, &c.",1
origin,Halmnholmen-battens,1
origin,Sundswall-spars & props,1
origin,"Cronstadt-dls., btns. & ends",1
origin,Danzig-timber & sleepers,1
origin,Riga-whitewood dls.,1
origin,Gothenburg-btns. & deals,1
origin,Nyland-btns.,1
origin,Nyvik-deals,1
origin,"74 loads pit @ St. Nazaire,",1
origin,"170 loads clava @ Bordeaux,",1
origin,"695 pcs. fir timber, 794 @ St. Brieux,",1
origin,"7,680 deals, battens, &c., J. Skiddow @ Archangel,",1
origin,"10,939 planks, battens, and boards, Order. Nep-tune @ Gothenburg,",1
origin,"8,392 deals, battens, and boards, Hardy Bros. Felix @ Sundswall,",1
origin,"quantity pit props, P. Osbeck; quantity pit props, P. Osbeck; quantity staves and headings, Hall Brothers. Sebastian @ Quebec,",1
origin,"16,042 pit props, M. Frater. Flid @ Memel,",1
origin,"5,930 pit props, and mining timber, Order. Salina @ Danzig,",1
origin,"6,680 battens, W. Southern & Son. Alpha @ Frederikstad,",1
origin,"50 tons timber, Order. Alert @ Bridg-water,",1
origin,"15,588 deals, Gregor Bros. C W. Bowman @ Sundswall,",1
origin,600 lds. hewn fir,1
origin,Villa Nova de Gaya,1
origin,Kalmas,1
origin,Visby,1
origin,Matane (at Bowling),1
origin,"Campbeltown, N.S.",1
origin,"100 spars, 5 pcs. oars, Grimsby Ice Co. Admiraten @ Wyburg,",1
origin,"19,002 battens and boards, Bennetts & Co. Annie (s) @ Riga,",1
origin,"16,147 pcs. pit props, Pyman, Bell, & Co. Velox @ Abo,",1
origin,"2,447 pcs. deals and battens, 2,749 pcs. boards, 164 pcs. props; 3½ fms. firewood, Curry Carrs, & Co. Stadt @ Drammen,",1
origin,"13,131 pit props, Order. battens, Wm. Southern & Son. Mercury @ Nyvik,",1
origin,"73,000 pcs. staves, Pyman, Bell, & Co. Gustorow @ Gefle,",1
origin,"18,131 pit props, Order. Anna boards, J. Black & Co. Erik @ Calmar,",1
origin,"473 pcs. timber, 409 pcs. poles, 1,615 pcs. props, W. Southern & Son. Marianne Bertha @ Memel,",1
origin,"6,354 pcs. pit props, 2½ fms. firewood, Curry, Carrs, & Co. William @ Gefle,",1
origin,"278 planks, 894 pcs. bat-tens, 3,671 pcs. battens and deals, 1,819 pcs. boards, 10 fms. firewood, Curry, Carrs, & Co. Morgenstund @ Sandefjord,",1
