type,file,record_id,contaminated_value,detail,raw_text
cargo_in_ship_name,18970828p.302_p002_parsed.json,ccd97119-a562-49e8-aa44-451a302ff202,"Bell, & Co.; 2,278 pit props-",props,"Bell, & Co.; 2,278 pit props-"
cargo_in_ship_name,18970828p.302_p002_parsed.json,b210f288-fe11-4cd6-953c-d900bc1635e6,"Horsley & Co.; 12,053 pit props-",props,"Horsley & Co.; 12,053 pit props-"
cargo_in_ship_name,18970828p.302_p002_parsed.json,fb53b9f0-e73a-454e-83b3-50ff43134e97,"Smith & Co.; 1,000 bdls. laths-",laths,"Smith & Co.; 1,000 bdls. laths-"
cargo_in_ship_name,18970828p.302_p002_parsed.json,63076c9e-5b2c-4454-8c0c-4597c413790f,"ent & Gresham; 1,700 bdls laths-",laths,"ent & Gresham; 1,700 bdls laths-"
cargo_in_ship_name,18970828p.302_p002_parsed.json,1774b228-32af-491a-ab38-b2d9d144b27f,"& Kesterton; 1,000 bdls laths-",laths,"& Kesterton; 1,000 bdls laths-"
cargo_in_ship_name,18970828p.302_p002_parsed.json,59755fc7-34eb-4a57-9608-aa0edd7e13bb,Calder; 500 bdls. laths,laths,Calder; 500 bdls. laths-F. Appleby
cargo_in_ship_name,18970828p.302_p002_parsed.json,ce1efbdc-7dbb-4558-8821-440de023e714,750 bdls. laths,laths,"750 bdls. laths-Horsley, Smith, &"
cargo_in_ship_name,18970828p.302_p002_parsed.json,62b45ffc-ff88-4db3-8970-60cc2e3e36a2,00 bdls. laths.,laths,00 bdls. laths.-North Eastern Rail[?]
cargo_in_ship_name,18970828p.302_p002_parsed.json,3aeea677-cb6c-42ec-8b7d-d1cd6c1f173a,"Norrkoping-1,000 bdls. laths",laths,"Norrkoping-1,000 bdls. laths"
cargo_in_ship_name,18970828p.302_p002_parsed.json,4db581e1-4fcd-4c54-9a97-eedde85c0cec,[?] sleepers,sleepers,[?] sleepers-Allen
cargo_in_ship_name,18970828p.302_p002_parsed.json,ec46ca36-26ea-41c4-ab8b-b8a6a14d158d,"John Scott Kemi-1,390,226 firwood staves; from Alyn-259,198 firwood staves, 200 deals","deals,staves,fir","23 John Scott Kemi-1,390,226 firwood staves; from Alyn-259,198 firwood staves, 200 deals"
cargo_in_ship_name,18970828p.302_p002_parsed.json,a96152a8-391f-4e63-b3dc-c69a64ea22dd,"Glenochil  - Uleaborg - 22,372 deals, battens, and boards, 17,313 deals and battens, 150 fms. deals and batten ends, 50 fms. firwood","deals,boards,battens,fir","23 Glenochil (s) - Uleaborg - 22,372 deals, battens, and boards, 17,313 deals and battens, 150 fms. deals and batten ends, 50 fms. firwood"
cargo_in_ship_name,18970828p.302_p002_parsed.json,4908e326-1554-4410-a1f1-809d61f2be8b,"Lancashire  - Rangoon-177 teak planks, 3,688 teak scantlings","planks,ash,teak","Aug. 24 Lancashire (s) - Rangoon-177 teak planks, 3,688 teak scantlings-Duncan, Ewing, & Co.; 89 teak squares, 1,260 teak scantlings - Farnworth & Jar"
cargo_in_ship_name,18970828p.302_p002_parsed.json,4a96f310-b36f-4bc3-b489-7a528c1e94c8,"Vivienne  - Sundswall - 32,731 deals, battens, and boards","deals,boards,battens","Vivienne (s) - Sundswall - 32,731 deals, battens, and boards"
cargo_in_ship_name,18970828p.302_p002_parsed.json,424c5256-f596-4cd6-9d23-5e6bffe3b3d5,"Mistor - Montreal - 14,538 pcs. spruce - Meredith Bros.","pcs.,spruce","Mistor - Montreal - 14,538 pcs. spruce - Meredith Bros."
cargo_in_ship_name,18990722p.81_p002_parsed.json,62163f4b-1608-4922-bdad-68fcbf95c6ae,"July 18 Lake Huron  @ Quebec-quantity of logs and deals; from Montreal spruce deals, 68 spruce ends, 13,771 spruce boards.","deals,boards,logs,spruce","July 18 Lake Huron (s) @ Quebec-quantity of logs and deals; from Montreal spruce deals, 68 spruce ends, 13,771 spruce boards."
cargo_in_ship_name,18990722p.81_p002_parsed.json,fe79c7c5-bdbf-4cb0-b442-54623e648f20,13 Ashdene,ash,"13 Ashdene-Riga-1,320 lds sawn fir sleepers-C. Calder & Co."
cargo_in_ship_name,18990722p.81_p002_parsed.json,b9606b51-5dbd-4cbc-8706-2816ce08d873,"Orla @ Cronstadt-7,580 deals, 15,471 [?] battens, 7,127 ends, 70 fms firewood; from Newwhales","deals,battens,fir","Orla @ Cronstadt-7,580 deals, 15,471 [?] battens, 7,127 ends, 70 fms firewood; from Newwhales (s)-Skutskar-44,082 deals, battens, &c."
cargo_in_ship_name,1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p001_parsed.json,fce683e9-6f2a-4957-9dab-8eaee8e7d168,Belmont,elm,"Belmont (s)—Fredrikstad—174 bdls. laths, 83,119 boards, 2,318 deals—With & Co."
cargo_in_ship_name,19000113p.62_parsed.json,01bf00f7-8f8f-44ba-9392-a280ee8518be,"1,011 pcs oak",oak,"1,011 pcs oak—Singleton, Dunn and Co."
cargo_in_ship_name,19000113p.62_parsed.json,3879af7a-b8c3-45a2-9bcd-9867083ca29b,"1,648 pcs pine, 20 pcs, 38 logs oak, 32 walnut logs, 6 logs poplar 10 oak","logs,oak,pine,walnut,poplar","1,648 pcs pine, 20 pcs, 38 logs oak, 32 walnut logs, 6 logs poplar 10 oak—Cant & Kemp."
cargo_in_ship_name,19000113p.62_parsed.json,de42c637-f139-46e6-9cb7-c032baff59b4,"1,625 pcs. oak","pcs.,oak","1,625 pcs. oak—Jas. Kennedy & Co."
cargo_in_ship_name,19000113p.62_parsed.json,a826d6ef-8a9e-4147-9d43-225dab9e6e3a,"259 pcs oak, 10 oak logs","logs,oak","259 pcs oak, 10 oak logs—Wright, Graham & Co."
cargo_in_ship_name,19000113p.62_parsed.json,785f9506-9561-4e7b-9fde-13b2afe02689,"596 pcs. poplar, 5,015 pcs oak, 108 bds poplar 44 hickory logs","logs,pcs.,oak,poplar","596 pcs. poplar, 5,015 pcs oak, 108 bds poplar 44 hickory logs—T. Kerr & Co."
cargo_in_ship_name,19000113p.62_parsed.json,7daae04d-5c1b-4cbd-80f3-38f7aaa4cde0,"26,214 deals, 1,023 ends, 16 white pine deal logs","deals,logs,pine","26,214 deals, 1,023 ends, 16 white pine deal logs—Anderson & Livingston."
cargo_in_ship_name,19000113p.62_parsed.json,15b60d31-c2f8-4795-af5f-1489382b7cc9,"3,549 deals",deals,"3,549 deals—Edmiston & Mitchells."
cargo_in_ship_name,19000113p.62_parsed.json,ba2cee43-6ac0-4133-b565-cc3d1618bd2b,572 pcs. oak lumber,"pcs.,oak",572 pcs. oak lumber—Cant & Kemp.
cargo_in_ship_name,19000113p.62_parsed.json,1ca19ec2-6fdd-4729-a145-74aefe3bafac,"472 deals, 910 pcs. oak lumber","deals,pcs.,oak","472 deals, 910 pcs. oak lumber—J. S. Dunn & Co."
cargo_in_ship_name,18910815p.162_p002_parsed.json,9b3475fe-6333-43b3-a11f-ee6dcb9e0a9d,"Carr & Co.; 1 fm. firewood, 1,000 boards","boards,fir","Carr & Co.; 1 fm. firewood, 1,000 boards-A. C. Sorensen"
cargo_in_ship_name,18910815p.162_p002_parsed.json,f0153082-8bb7-443a-95e5-a503ebfe1e69,Edith - Christiania-135 stds. deals,deals,8 Edith - Christiania-135 stds. deals-Order
cargo_in_ship_name,18910815p.162_p002_parsed.json,840fd45f-3bee-42ab-a1af-60aada6336be,"Argyle  - Helsingfors- 12,540 deals",deals,"Argyle (s) - Helsingfors- 12,540 deals-Sieveking, Droop, & Co.; 42,428 deals-Order"
cargo_in_ship_name,18910815p.162_p002_parsed.json,34b9ed4f-3d99-40d3-868d-6602a74c8448,"Stratford - Chicoutimi- 3,000 ends spruce deals, and 16,680 planks","deals,planks,spruce","Stratford - Chicoutimi- 3,000 ends spruce deals, and 16,680 planks-Order"
cargo_in_ship_name,18910815p.162_p002_parsed.json,105b1d82-76a3-49fb-ae9c-78a08217e3ce,Dina - Hernosand - 193 fms. firewood,fir,10 Dina - Hernosand - 193 fms. firewood-Order
cargo_in_ship_name,18910815p.162_p002_parsed.json,c7c61d8c-9cfc-462c-91ef-73278531a1c7,"Chrysolite  - Furuogrund - 58,594 deals, battens, and boards","deals,boards,battens","Chrysolite (s) - Furuogrund - 58,594 deals, battens, and boards-Order"
cargo_in_ship_name,18910815p.162_p002_parsed.json,870aeeb7-1d6a-4f47-8840-5f3a16c9a177,"Soridderen Fredrikstad-37,139 battens and boards","boards,battens","Soridderen Fredrikstad-37,139 battens and boards-St. John Hunt & Co."
cargo_in_ship_name,18910815p.162_p002_parsed.json,07e02b25-bcc6-416a-80f4-3ecd3b3122db,Theophile Marie - Hennebont-140 lds. pitwood,"lds.,pitwood","Theophile Marie - Hennebont-140 lds. pitwood-G. W. Jones, Heard, & Co."
cargo_in_ship_name,18910815p.162_p002_parsed.json,bcb114ac-238b-4b2e-9d3d-2fbc1bd3b528,Agra - Hernosand - 250 fms. firewood,fir,8 Agra - Hernosand - 250 fms. firewood-R. Durell; 200 boards J. J. Hansen
cargo_in_ship_name,18910815p.162_p002_parsed.json,273eabb6-5033-4c16-a146-154aea4f4caa,Oscar - Skien-19 fms. firewood,fir,"10 Oscar - Skien-19 fms. firewood-Duus, Brown, & Co.; 1,329 telegraph poles-Postmaster-General; 16 telegraph poles-Order"
cargo_in_ship_name,18910815p.162_p002_parsed.json,326268ba-c462-467b-be87-f3ef0343743f,"Gyller - Skutskar - 5,850 pcs. sawn fir","pcs.,fir,sawn","Gyller - Skutskar - 5,850 pcs. sawn fir-C. Bessent & Son"
cargo_in_ship_name,18910815p.162_p002_parsed.json,e0430188-b036-4969-b92d-5b5fe04a4073,Ashdene,ash,"Aug. 4 Ashdene (s)-Riga-19,636 half-square sleepers, 3,006 round sleeper blocks-Addison & Co."
cargo_in_ship_name,18910815p.162_p002_parsed.json,4d8b2705-ce44-47cb-a4e9-dadadd1247a4,"Industry - Hamburg-14,492 beech chocks",beech,"Industry - Hamburg-14,492 beech chocks-F. Gordon"
cargo_in_ship_name,18910815p.162_p002_parsed.json,3a100bf1-37ca-4d4c-a8e4-68f8b61f0f62,"Union  Gothenburg-615 bdls. laths, 3,395 deals, 19,865 flooring boards","deals,boards,laths","10 Union (s) Gothenburg-615 bdls. laths, 3,395 deals, 19,865 flooring boards-Marcus & Moxham & Co."
cargo_in_ship_name,18910815p.162_p002_parsed.json,d0664485-d15e-47df-943c-bcb74d996d7f,"Emma Sofia Sodernamn-13,659 props",props,"Aug. 4 Emma Sofia Sodernamn-13,659 props-Harding Bros."
cargo_in_ship_name,18910815p.162_p002_parsed.json,6ae9eb4e-d5cc-46a2-8b19-007a6886d202,"pcs. mining timber, 2,398 props Order","timber,props,pcs.","pcs. mining timber, 2,398 props Order"
cargo_in_ship_name,1. p. 13-14 - Imports - January 3 1885 - Timber Trades Journal 1885_p002_parsed.json,5dda02c0-d3a8-4c32-a37e-d8a4554365a2,Devonia  - New York - 440 pcs. lumber,pcs.,"Devonia (s) - New York - 440 pcs. lumber-Brownlee & Co. ; 750 hd. staves, 7,200 pcs. claret staves-Order"
cargo_in_ship_name,1. p. 13-14 - Imports - January 3 1885 - Timber Trades Journal 1885_p002_parsed.json,49fd61dc-c355-400f-a0a2-439375833655,"Manitoban  - Philadelphia - 4,000 staves",staves,"Manitoban (s) - Philadelphia - 4,000 staves-Edmiston & Mitchells"
cargo_in_ship_name,1. p. 13-14 - Imports - January 3 1885 - Timber Trades Journal 1885_p002_parsed.json,94be9d7c-cff0-4d44-b6f4-c24bce678934,"Meteor - Libau -378 sleepers, 201 half-sleepers, 301 pcs. timber","timber,sleepers,pcs.","23 Meteor - Libau -378 sleepers, 201 half-sleepers, 301 pcs. timber-Order"
cargo_in_ship_name,1. p. 13-14 - Imports - January 3 1885 - Timber Trades Journal 1885_p002_parsed.json,040adf84-bc3c-4bb3-9d1a-d24e999cca13,"Blanchlands  Memel-11,116 sleepers",sleepers,"Blanchlands (s) Memel-11,116 sleepers-W. Christie & Co."
cargo_in_ship_name,18831027p.311_p001_parsed.json,0c9ef8c5-1ebc-4931-a4ee-1331f9af7ba2,Figlio - Bordeaux - 565 lds. pitwood - M. Thompson,"lds.,pitwood",Figlio - Bordeaux - 565 lds. pitwood - M. Thompson
cargo_in_ship_name,18831027p.311_p001_parsed.json,47c5e0cb-82d9-4e22-a129-d3ccc36914b9,Pere Poullain - Auray-130 lds. pitwood - Order,"lds.,pitwood",Pere Poullain - Auray-130 lds. pitwood - Order
cargo_in_ship_name,18831027p.311_p001_parsed.json,609fcc1a-4a3b-4032-a84b-779f67a9d1a7,Aline Marie - Nantes - 210 lds. pitwood,"lds.,pitwood","Aline Marie - Nantes - 210 lds. pitwood-Jones, Heard, & Ingram"
cargo_in_ship_name,18831027p.311_p001_parsed.json,45375cae-8190-4b89-83f7-33d454b1bdef,Wilhelmina Pust,elm,Wilhelmina Pust-Bordeaux-500 lds. pitwood -M. Thompson
cargo_in_ship_name,18831027p.311_p001_parsed.json,1a8d0f4c-3cc5-4725-8fce-8c293b7d0197,"Neroi - Bordeaux - 560 lds. pitwood - Jones, Heard, & Ingram","lds.,pitwood","Neroi - Bordeaux - 560 lds. pitwood - Jones, Heard, & Ingram"
cargo_in_ship_name,18831027p.311_p001_parsed.json,ce1fd140-af56-4852-a329-94a2fa00dfab,Pipe Tona- Ferrol - 300 lds. pitwood,"lds.,pitwood","17 Pipe Tona- Ferrol - 300 lds. pitwood-Jones, Heard, & Ingram"
cargo_in_ship_name,18831027p.311_p001_parsed.json,9ee56328-420b-4a4b-9477-f0663e292376,Ernestine - Vannes - 119 lds. pitwood - Order,"lds.,pitwood",Ernestine - Vannes - 119 lds. pitwood - Order
cargo_in_ship_name,18831027p.311_p001_parsed.json,c2f9f529-4f3c-4f69-95a9-6d0f23c2cf5f,Paquerette - Vannes - 97 lds. pitwood - Lowell,"lds.,pitwood",Paquerette - Vannes - 97 lds. pitwood - Lowell
cargo_in_ship_name,18831027p.311_p001_parsed.json,94e90450-f45a-4c16-9bc5-a8563cb0c369,"Annie - Carril - 260 lds. pitwood - Manzanos, Cristobal, & Co.","lds.,pitwood","Annie - Carril - 260 lds. pitwood - Manzanos, Cristobal, & Co."
cargo_in_ship_name,18831027p.311_p001_parsed.json,3df1282d-1018-40d8-bd2d-7a6d00aab9ea,"Orvarodd - Sundswall - 4,057 deals, battens, and boards, 255 pcs. hewn fir, 12 lds. lathwood","deals,boards,battens,pcs.,lds.,fir,hewn","Oct. 16 Orvarodd - Sundswall - 4,057 deals, battens, and boards, 255 pcs. hewn fir, 12 lds. lathwood-Quiggen & Co."
cargo_in_ship_name,18831027p.311_p001_parsed.json,1104f352-0aa4-4268-8e77-adb7310d8e55,"Herman - Dalhousie - 24,959 deals",deals,"Oct. 16 Herman - Dalhousie - 24,959 deals-Barkworth & Spaldin"
cargo_in_ship_name,18831027p.311_p001_parsed.json,21f5cf9a-3ada-45ab-a1bf-8a0a6680ca80,"Jonstorp - Simo - 106-0-6 battens, 105 pcs. timber","timber,battens,pcs.","Jonstorp - Simo - 106-0-6 battens, 105 pcs. timber-Harrison"
cargo_in_ship_name,18831027p.311_p001_parsed.json,0f93b1d0-3e9e-4c68-8568-9b9e973e8ebc,Angelo  - Christiania - 3-1-20 firewood - Wilson ; 5-2-26 timber,"timber,fir",Angelo (s) - Christiania - 3-1-20 firewood - Wilson ; 5-2-26 timber-Order
cargo_in_ship_name,18831027p.311_p001_parsed.json,183fae44-8ffa-4bd4-92dc-cfefa72f4bd2,"Spencer's Island-45,819 deals, 4,248 ends, 171 scantlings",deals,"Spencer's Island-45,819 deals, 4,248 ends, 171 scantlings-Farnworth & Jardine"
cargo_in_ship_name,18831027p.311_p001_parsed.json,faa61479-3d30-4b83-8a47-2210350460fc,"Halifax  - Guysborough - 167 t. birch, 9,618 ft. hardwood, 4,305 ft. spruce deals","deals,spruce,birch","Halifax (s) - Guysborough - 167 t. birch, 9,618 ft. hardwood, 4,305 ft. spruce deals-Crooks & Co."
cargo_in_ship_name,18831027p.311_p001_parsed.json,e4a519d2-3318-4141-82cb-ffece2ac002f,Planter - Jamaica - 139 lancewood spars,spars,22 Planter - Jamaica - 139 lancewood spars-Hawthorn & Co.
cargo_in_ship_name,18831027p.311_p001_parsed.json,2030de2a-dca8-438e-a7a6-67318739884e,"Metsola - Pensacola - 996 pcs. pitch pine, 824 deals","deals,pcs.,pine","Metsola - Pensacola - 996 pcs. pitch pine, 824 deals-Order"
cargo_in_ship_name,18951026p.539_p003_parsed.json,ccdd1528-6c54-44b4-a5bb-302205c19019,Darien  - Colon - 64 logs cedar ; from Kingston-46 pcs. satinwood,"logs,pcs.,cedar",21 Darien (s) - Colon - 64 logs cedar ; from Kingston-46 pcs. satinwood
cargo_in_ship_name,18990311p.317_p001_parsed.json,53055f1d-f982-41f5-9dac-269c2cdefa6f,deals,deals,deals—Sankey & Co.
cargo_in_ship_name,18990311p.317_p001_parsed.json,a95885b1-7eaa-45b7-9df3-06327d8f3793,Grimes Bros ; 693 pcs. pine deals Taylor,"deals,pcs.,pine",Grimes Bros ; 693 pcs. pine deals Taylor
cargo_in_ship_name,18990311p.317_p001_parsed.json,b166fc10-4671-4a0d-90b2-5c60e7eaf66e,Coal & Pitwood Co.,pitwood,Coal & Pitwood Co.
cargo_in_ship_name,18990311p.317_p001_parsed.json,9d74ea60-11ae-4100-94ec-322b090de7ae,Pauillac Coal & Timber Co.,timber,Pauillac Coal & Timber Co.
cargo_in_ship_name,18990311p.317_p001_parsed.json,fbb938e6-3a67-4f04-9edf-63991cff0036,pitwood A. Capelle.,pitwood,pitwood A. Capelle.
cargo_in_ship_name,18990311p.317_p001_parsed.json,e4e47073-4773-44d2-93d3-9898a46ad89f,and boards,boards,and boards—Heber Denty & Co.
cargo_in_ship_name,18990311p.317_p001_parsed.json,ac2412bd-2471-41fe-b4ce-8c098bb122d9,lds. props,"props,lds.",lds. props—G. Horsley & Co.
cargo_in_ship_name,18990311p.317_p001_parsed.json,c554f035-ddc5-426b-9c7f-8ea3e5ae2247,"Wilsons ; 4,000 bdls. laths",laths,"Wilsons ; 4,000 bdls. laths—Sanderson Bros. ;"
cargo_in_ship_name,18990311p.317_p001_parsed.json,afd84712-e71a-4576-93b6-f09400ae68aa,"1,000 bdls. laths",laths,"1,000 bdls. laths—Heaven & Kesterton ; 500"
cargo_in_ship_name,18990311p.317_p001_parsed.json,84365509-feae-4a73-ab7e-8d16cd59da1d,bdls. laths.,laths,bdls. laths.
cargo_in_ship_name,18990311p.317_p001_parsed.json,fe577568-54c5-4172-b5e3-c0927ef9f640,timber,timber,"timber—Haagensen, Watt & Co. ; 620 bdls."
cargo_in_ship_name,18990311p.317_p001_parsed.json,ef489a11-b569-4e55-852f-d3ae323b754b,box boards,boards,box boards—Wilsons.
cargo_in_ship_name,18990311p.317_p001_parsed.json,efef4d9b-8203-4e19-bcd3-02054736ad00,poles,poles,"poles—R. Wade, Sons & Co. ; 3,869 pit props."
cargo_in_ship_name,18990311p.317_p001_parsed.json,92d17307-da1f-47da-9aea-db6ff61adf63,"R. Wade, Sons & Co., Ltd. ; 1,734 pit props.",props,"R. Wade, Sons & Co., Ltd. ; 1,734 pit props."
cargo_in_ship_name,18990311p.317_p001_parsed.json,ab1a0770-87f1-4e94-a6ef-d4d41c0ae0f2,maple flooring.,maple,maple flooring.
cargo_in_ship_name,18990311p.317_p001_parsed.json,fcadd385-5ab4-4a75-adea-c1b1c7744ce7,deals,deals,deals—A. F. & D. Mackay.
cargo_in_ship_name,18990311p.317_p001_parsed.json,46ab4124-e138-4350-98cb-47b13c5a4b88,"round mining timber, 1,985 props.","timber,props","round mining timber, 1,985 props."
cargo_in_ship_name,18990311p.317_p001_parsed.json,3e3a50f4-7620-4267-868f-a1a3b65eb06a,"Gartner & Co. ; 1,370 pcs. pine lumber","pcs.,pine","Gartner & Co. ; 1,370 pcs. pine lumber—"
cargo_in_ship_name,18990311p.317_p001_parsed.json,15b87f59-ac6a-49ce-94be-a51a52309b9c,pine boards.,"boards,pine",pine boards.
cargo_in_ship_name,18990311p.317_p001_parsed.json,5d412edb-a0ce-4f86-b9bd-82c83fa537a8,"pcs. birch, 5,075 maple blocks, 300 bdls.","pcs.,birch,maple","pcs. birch, 5,075 maple blocks, 300 bdls."
cargo_in_ship_name,18990311p.317_p001_parsed.json,52942617-4b8b-4336-b35f-471fc9e03f38,"shooks, 12 pine deal standards.","standards,pine","shooks, 12 pine deal standards."
cargo_in_ship_name,18990311p.317_p001_parsed.json,98d15d6d-918e-4b41-8b46-9224b859d049,"round mining timber, 1,150 pit props","timber,props","round mining timber, 1,150 pit props—Vogt"
cargo_in_ship_name,18990311p.317_p001_parsed.json,3d601911-18e5-4c25-9b6d-1b13d53f4de8,mining timber and pitprops,"timber,props",mining timber and pitprops—R. Grandidge.
cargo_in_ship_name,18990311p.317_p001_parsed.json,162d6f87-094b-414d-8435-9f3324c74fba,"and Son ; 12 bags wood, 310 bdls. boxboards.",boards,"and Son ; 12 bags wood, 310 bdls. boxboards."
cargo_in_ship_name,18990311p.317_p001_parsed.json,fefc0d7b-4049-481a-a7e9-55982db9da40,"4,071 bdls. boxboards, 27,500 flooring.",boards,"4,071 bdls. boxboards, 27,500 flooring."
cargo_in_ship_name,18990311p.317_p001_parsed.json,1de30459-b573-467b-8b5c-55f11783abe7,boards,boards,"boards—W. and C. Pantin ; 2,844 (80 bdls.)"
cargo_in_ship_name,18990311p.317_p001_parsed.json,5fb05708-af12-49ad-9dcd-b664e10ad4fe,"battens, 100 doz. deals, 5,000, 1,820 doz.","deals,battens","battens, 100 doz. deals, 5,000, 1,820 doz."
cargo_in_ship_name,18990311p.317_p001_parsed.json,63a2f54f-5ac3-4de0-9b64-d43d3cfcd8a9,"1,058 bdls. boards, 2,100 bdls. blocks.",boards,"1,058 bdls. boards, 2,100 bdls. blocks."
cargo_in_ship_name,18990311p.317_p001_parsed.json,8e8f8b06-d35b-485d-ad38-eae1d73699e6,battens.,battens,battens.
cargo_in_ship_name,18990311p.317_p001_parsed.json,4f95ecd5-d633-41b7-9259-ce1a7af41696,"doz. batten, 27 fms. firewood, 7,341 pcs.","pcs.,fir","doz. batten, 27 fms. firewood, 7,341 pcs."
cargo_in_ship_name,18990311p.317_p001_parsed.json,eb8ebb45-df16-4979-b27f-c5bf3a47d922,spars,spars,"spars—Foreign Hardwood Co. ; 12 pcs. cedar,"
cargo_in_ship_name,18990311p.317_p001_parsed.json,aa8e6bce-c49b-41fc-9c71-96c18b66fb45,bdls. boards,boards,4 bdls. boards—H. Strong ; 16 pcs. cedar.
cargo_in_ship_name,18990311p.317_p001_parsed.json,6e77edf1-1b2e-43cd-ac2a-a45897c447d3,March 1 Koningen Wilhelmina,elm,March 1 Koningen Wilhelmina (s)—Flushing—
cargo_in_ship_name,18990311p.317_p001_parsed.json,4cb75806-f19f-490c-a3bb-531cbcd59970,Koiningen Wilhelmina,elm,Koiningen Wilhelmina (s)—Flushing—702 pkgs.
cargo_in_ship_name,18990311p.317_p001_parsed.json,9d9a43d6-cad4-495c-b4b5-57791fb568e6,"deals, etc.",deals,"deals, etc.—Fellner, Julker & Co."
cargo_in_ship_name,18970130p.130_p002_parsed.json,5db2125d-84eb-49c3-8c2a-f3559a6a9fab,Gothenburg-320 lds. planed wood-s & Co,"lds.,planed",Gothenburg-320 lds. planed wood-s & Co
cargo_in_ship_name,18970130p.130_p002_parsed.json,5d8a89fb-33c0-4139-84ce-cba33302d5fa,h & Jardine; 1 cr. ld. oak scantlings-d Lumber Co.,oak,h & Jardine; 1 cr. ld. oak scantlings-d Lumber Co.
cargo_in_ship_name,18890209p.106_p002_parsed.json,cf24feef-da39-4132-98c0-2a0c9aeac7dd,"La Champagne New York-781 pcs. cedar, 63 pcs. maple","pcs.,cedar,maple","Feb. 1 La Champagne New York-781 pcs. cedar, 63 pcs. maple"
cargo_in_ship_name,18990715p.54_p004_parsed.json,fd72728e-bd81-4dca-9d64-ff416f0a5975,(?) - Atlantic - Umea - 520 lds. deals,"deals,lds.",(?) - Atlantic - Umea - 520 lds. deals
cargo_in_ship_name,18990715p.54_p004_parsed.json,75d5d2f0-f99e-480e-8e2a-d7ecbb470ece,"ens and boards T. Elliot & Son, Ltd.",boards,"ens and boards T. Elliot & Son, Ltd."
cargo_in_ship_name,18990715p.54_p004_parsed.json,6d7a5cbc-c877-4c5a-b9d5-716748666f8d,lds. sawn fir,"lds.,fir,sawn",lds. sawn fir-E. W. Campbell.
cargo_in_ship_name,18990715p.54_p004_parsed.json,eddb3e54-5f5a-4ff5-8b4a-36e3044528ff,Westervik-215 lds. pitprops,"props,lds.",Westervik-215 lds. pitprops-Pyman
cargo_in_ship_name,18990715p.54_p004_parsed.json,16c3b18b-d4d4-40fd-8c89-f59fc2589cc3,l & Co ; 18 lds. birch props,"props,lds.,birch",l & Co ; 18 lds. birch props-A. Morch.
cargo_in_ship_name,18990715p.54_p004_parsed.json,49ec228d-2446-4cb1-9426-1a5603d69543,"rt Bros. ; 1,845 lds. sawn pitch pine, 4","lds.,pine,sawn","rt Bros. ; 1,845 lds. sawn pitch pine, 4"
cargo_in_ship_name,18990715p.54_p004_parsed.json,6b9654b7-a23a-4e8f-ad56-b58b12bccfd4,hewn pitch pine,"pine,hewn",hewn pitch pine-J. Thompson & Co ;
cargo_in_ship_name,18990715p.54_p004_parsed.json,816c349b-1bee-48de-afd2-a85dec06b80c,lds. deals,"deals,lds.","lds. deals-Robson, Miller & Co."
cargo_in_ship_name,18990715p.54_p004_parsed.json,50294dfa-aabc-41d5-9db6-0b2489ceece9,ewn fir,fir,"ewn fir-English Bros., Ltd."
cargo_in_ship_name,18990715p.54_p004_parsed.json,42e90996-575e-4c1f-984f-bf26fced2238,nd boards,boards,"nd boards-English Bros., Ltd."
cargo_in_ship_name,18990715p.54_p004_parsed.json,f8ba5660-215d-4642-8558-a3e309615fde,"ens, and boards",boards,"ens, and boards-English Bros., Ltd."
cargo_in_ship_name,18990715p.54_p004_parsed.json,e82d8928-0915-49b7-b1f4-335b13aff511,"ens, and boards",boards,"ens, and boards-English Bros., Ltd."
cargo_in_ship_name,18990715p.54_p004_parsed.json,67828161-ad90-41ff-88be-d08fd57457e5,"tens, and boards",boards,"tens, and boards-English Bros., Ltd."
cargo_in_ship_name,18990715p.54_p004_parsed.json,76fa84a1-0193-4261-b323-827a399d7584,Emanuel - Hernosand - 524 lds. firewood,"lds.,fir",Emanuel - Hernosand - 524 lds. firewood
cargo_in_ship_name,18990715p.54_p004_parsed.json,e11173e0-0a5f-4c73-8bda-6c8794f7c979,boards,boards,boards-J. F. Ranson
cargo_in_ship_name,18990715p.54_p004_parsed.json,09c54120-5b7c-4179-9619-e6a446b35778,lds. sawn pitch pine,"lds.,pine,sawn","lds. sawn pitch pine-Palgrave, Brown & Son"
cargo_in_ship_name,18990715p.54_p004_parsed.json,f4f019e1-9d03-4705-a464-e71df7599c83,Haida Montreal-543 lds deals boards and,"deals,boards",Haida Montreal-543 lds deals boards and
cargo_in_ship_name,18990715p.54_p004_parsed.json,f9878d1d-5cb6-462a-a9ad-cc34c86b4308,"ends, 140 lds yellow pine, 30 lds. birch, 20","lds.,pine,birch","ends, 140 lds yellow pine, 30 lds. birch, 20"
cargo_in_ship_name,18990715p.54_p004_parsed.json,aef32851-8de3-4f76-8524-fd983ec2df83,lds. elm R. Connon & Co.,"lds.,elm",lds. elm R. Connon & Co.
cargo_in_ship_name,18990715p.54_p004_parsed.json,aad5ef54-3c0d-43ac-b099-ee918eb0a988,"Donmore Head Riga 76 lds. hewn spars, 195","lds.,spars,hewn","Donmore Head Riga 76 lds. hewn spars, 195"
