type,file,record_id,contaminated_value,detail,raw_text
cargo_in_ship_name,18970918p.408_p001_parsed.json,75b24235-05db-4e43-8655-ab3fddb954ad,14 lds. spars,"lds.,spars",14 lds. spars-Hessler & Co.
cargo_in_ship_name,18970918p.408_p001_parsed.json,412ac285-26d8-4caa-a5ea-cc5bdaf6ae8f,"& Hassell; 2,502 lds. deals and boards-","deals,boards,lds.","& Hassell; 2,502 lds. deals and boards-"
cargo_in_ship_name,18970918p.408_p001_parsed.json,dedd24a4-7469-4171-a98c-0e34ac7f38eb,Cronstadt-861 lds. deals and,"deals,lds.",Cronstadt-861 lds. deals and
cargo_in_ship_name,18970918p.408_p001_parsed.json,dd6eb874-ec21-472c-9923-890f0ece9f9b,laths,laths,laths-Pickford & Co.
cargo_in_ship_name,18970918p.408_p001_parsed.json,038752c6-4c55-4dd1-b1cc-a94bfa680cc0,and poles,poles,and poles-T. Barraclough
cargo_in_ship_name,18970918p.408_p001_parsed.json,f8f197c7-dba6-4f36-9683-e29506f8c3b6,"Tyri - Hernosand - 1,200 lds. pit props-","props,lds.","Tyri - Hernosand - 1,200 lds. pit props-"
cargo_in_ship_name,18970918p.408_p001_parsed.json,3d51d178-f967-412d-99d8-05305aa69c7f,boards,boards,boards-Pickford & Co.
cargo_in_ship_name,18970918p.408_p001_parsed.json,941d9c20-b364-41ce-b4f0-783068d92dee,"& Cooper; 9,920 pit props",props,"& Cooper; 9,920 pit props-Pyman, Bell,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,8594cb1b-f985-4858-b599-2fbb70d35824,"timber, 3,700 bdls. box boards,","boards,timber","timber, 3,700 bdls. box boards,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,36afb972-1e75-4b2b-b5fa-25badc0cd031,"3,232 poles",poles,"3,232 poles-T. W. Allen"
cargo_in_ship_name,18970918p.408_p001_parsed.json,2274be3a-e878-4306-9dbb-2455596674c4,timber,timber,timber-Hy. Smith & Son
cargo_in_ship_name,18970918p.408_p001_parsed.json,69ace756-c85b-46d4-83f8-e5fa79ef304c,"squares, 71,643 deals, &c.",deals,"squares, 71,643 deals, &c.-Hollis Bros."
cargo_in_ship_name,18970918p.408_p001_parsed.json,a9e99cd6-62a1-4b34-bfe5-f60db65b0ac9,bdls. laths,laths,bdls. laths-Henry Smith & Co.
cargo_in_ship_name,18970918p.408_p001_parsed.json,aca88549-5c35-4a06-99c0-01bef31c339f,"2,626 pit props",props,"2,626 pit props-Roberts & Cooper"
cargo_in_ship_name,18970918p.408_p001_parsed.json,3d81936c-c18f-4e6f-ad82-ca26f311b941,"pine ends, 3,920 pine boards","boards,pine","pine ends, 3,920 pine boards-Wade,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,b59c4ac1-ac85-4729-9fc5-f34cca854626,timber,timber,"timber-Horsley, Smith, & Co."
cargo_in_ship_name,18970918p.408_p001_parsed.json,8b0176fd-2fcc-4229-8439-d2d4eef94d35,"Master; 110,305 deals, &c.",deals,"Master; 110,305 deals, &c."
cargo_in_ship_name,18970918p.408_p001_parsed.json,6b87e626-c9c3-45f4-9db4-5a904d419841,boards,boards,boards-G. Mason
cargo_in_ship_name,18970918p.408_p001_parsed.json,eeb48faa-7b90-414b-b15e-851fc9fce0d1,"and battens, & lds. poles","battens,lds.,poles","and battens, & lds. poles-Penney &"
cargo_in_ship_name,18970918p.408_p001_parsed.json,1fcd46fe-6ceb-4d3d-83c8-89d6dec8cb43,11 Zelotais Onega-392 lds. deals-,"deals,lds.",11 Zelotais Onega-392 lds. deals-
cargo_in_ship_name,18970918p.408_p001_parsed.json,f03f3c9a-28d3-4f8b-98bb-f531a5d64aa0,Sept. 13 Oakmore,oak,"Sept. 13 Oakmore (s)-Montreal-1,217 deals"
cargo_in_ship_name,18970918p.408_p001_parsed.json,03c8056b-c7a6-4a78-9aa7-7c276c6ca68b,and boards,boards,"and boards-Robert Cox & Co. ; 6,400"
cargo_in_ship_name,18970918p.408_p001_parsed.json,279c36cc-0641-442b-97d1-eb4ea1ce2782,"ends, 860 boards, 1,217 deals and","deals,boards","ends, 860 boards, 1,217 deals and"
cargo_in_ship_name,18970918p.408_p001_parsed.json,5ceda85c-9ed9-479b-8ba6-3de85f6dc3b2,boards,boards,boards-Robt. Cox & Co.
cargo_in_ship_name,18970918p.408_p001_parsed.json,ac24b3cd-577d-485b-ad05-c0143ae13207,"legs Lloyd Lumber Co. ; 3,565 deals,",deals,"legs Lloyd Lumber Co. ; 3,565 deals,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,eb0ee1c4-4421-4efb-b916-0f5a59677672,"and tboards, 18 1/2 deals, 5,101 pcs. &","deals,boards,pcs.","and tboards, 18 1/2 deals, 5,101 pcs. &"
cargo_in_ship_name,18970918p.408_p001_parsed.json,c792d663-a6f2-4560-87fc-cf51a6b648b7,"3,565 deal ends, 596 oak scantlings-",oak,"3,565 deal ends, 596 oak scantlings-"
cargo_in_ship_name,18970918p.408_p001_parsed.json,31325dc3-1bce-49d6-9761-65075e5fbbf3,boards,boards,"boards-Duncan, Ewing, & Co. ; 2,949"
cargo_in_ship_name,18970918p.408_p001_parsed.json,7738e580-6414-4147-8c10-927427763fdd,birch lumber.,birch,birch lumber.
cargo_in_ship_name,18970918p.408_p001_parsed.json,01106609-0563-4319-830c-a1c8dd3aebcd,"and battens, 6,887 scantlings",battens,"and battens, 6,887 scantlings-W. M."
cargo_in_ship_name,18970918p.408_p001_parsed.json,2fb2b725-2a70-4a65-9a92-e90654dae0d2,fir half-sleepers R Grand & Co.,"sleepers,fir",fir half-sleepers R Grand & Co.
cargo_in_ship_name,18970918p.408_p001_parsed.json,ca5a7557-79f4-47d2-93d3-0afcd71de408,"planks, 248 birch ends, 9,300 deals,","deals,planks,birch","planks, 248 birch ends, 9,300 deals,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,ff50b382-8d7f-4a71-aff9-fd64b109ae59,"battens, 1,676 scantlings, 11,709 boards,","boards,battens","battens, 1,676 scantlings, 11,709 boards,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,d386bb79-0210-4071-8546-647e8a750e80,"13,980 boards",boards,"13,980 boards-Farnworth & Jardine"
cargo_in_ship_name,18970918p.408_p001_parsed.json,93c1043b-418f-4f55-8651-bf7b213f55d0,"22,890 planks, 798 ends",planks,"22,890 planks, 798 ends-Farnworth &"
cargo_in_ship_name,18970918p.408_p001_parsed.json,80d7676e-510b-46c9-af39-9a73ca07f120,boards,boards,"boards-D. Roberts, Sons, & Co. ; 1,194"
cargo_in_ship_name,18970918p.408_p001_parsed.json,11dafbad-3182-4729-9086-387972273d81,"birch, 481 pcs. oak, 604 pcs. pine,","pcs.,oak,pine,birch","birch, 481 pcs. oak, 604 pcs. pine,"
cargo_in_ship_name,18970918p.408_p001_parsed.json,09bf6d84-aab2-4642-afc4-9545fb9ea6fb,"pine, 1,838 pcs. waney pine, 27 pcs.","pcs.,pine","pine, 1,838 pcs. waney pine, 27 pcs."
cargo_in_ship_name,18970918p.408_p001_parsed.json,abdd2997-87fe-48e6-a99b-319babe0c91e,"pine, 27 pcs. waney pine, 37,992","pcs.,pine","pine, 27 pcs. waney pine, 37,992"
cargo_in_ship_name,18970918p.408_p001_parsed.json,fe08ac0a-2e2e-424b-9f41-08733520a223,"dual ends, 37,992 spruce boards-","boards,spruce","dual ends, 37,992 spruce boards-"
cargo_in_ship_name,18970918p.408_p001_parsed.json,6f43067b-c28b-4664-bb06-4e32ef52a0f8,spruce boards,"boards,spruce",spruce boards
cargo_in_ship_name,18970918p.408_p001_parsed.json,3c020adf-4093-48be-9ff1-b879e9a29126,pine timber,"timber,pine",pine timber
cargo_in_ship_name,18970918p.408_p001_parsed.json,0346fdf3-cad3-428a-8ec4-dcc6ea5d148c,"and battens, 8,580 scantlings, 1,987",battens,"and battens, 8,580 scantlings, 1,987"
cargo_in_ship_name,18970918p.408_p001_parsed.json,3c296f3a-d7e1-49fb-8778-a3544232cbf9,"boards, 122 scantlings, 971 boards-",boards,"boards, 122 scantlings, 971 boards-"
cargo_in_ship_name,18970918p.408_p001_parsed.json,08b790e6-9b50-4cf5-9c33-4ddb748592d1,boards,boards,boards-W. M. Mackay
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,696b3134-4222-4fc9-a468-c9b321e0ba63,Cronstadt-6 lds. firewood,"lds.,fir",Cronstadt-6 lds. firewood-G. Gjertsen
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,3a38d570-71e3-4de6-9c68-8b08ac983d6c,"Wifstawarf-10,035 deals, battens, and boards","deals,boards,battens","Wifstawarf-10,035 deals, battens, and boards-Wintringham & Son; 4,031 boards and ends-Seddon, Shephord, & Co."
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,6a0a7bcd-e6ee-42d8-b01c-4d5b7d635002,Helm,elm,"Helm-Sundswall-7,299 deals-S. Ellis"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,bb56e136-fd10-4d87-bda2-4f511c15174a,Wilhelm I.,elm,"Wilhelm I.-Cronstadt-13,828 deals and boards-R. Wade, Sons, & Co."
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,6bc9a377-f3c4-47eb-abba-8bdb7a842d35,"Bride  Wyburg-67,848 deals, &c., 4 fms. firewood","deals,fir","Bride (s) Wyburg-67,848 deals, &c., 4 fms. firewood-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,ade42290-9d80-4753-85db-a39b35482f0d,"man & Hartenfeld; 288 pcs. ash, 30 pcs. birch, 3,385 birch props","props,pcs.,ash,birch","man & Hartenfeld; 288 pcs. ash, 30 pcs. birch, 3,385 birch props-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,422fa00d-bc80-4fe9-9d02-9c5bea0a6b33,"wood, 1,544 deals and battens","deals,battens","wood, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,6c9be586-8e47-4d24-8309-3f0b733c8fcd,"2,185 deals and battens","deals,battens","2,185 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,feac0554-908c-4f63-a110-2f12fcef6384,"wood, 6,700 deals and battens","deals,battens","wood, 6,700 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,24c2172f-eaf3-4caa-8fcb-367f2579b04d,and battens,battens,and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,7e60f07c-cdd8-4567-8051-c9138ae3a094,"yard, 21,904 deals and battens","deals,battens","yard, 21,904 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,d4374ecc-df8e-4b01-8bc5-23fa5da45999,"battens, 2,185 deals and battens","deals,battens","battens, 2,185 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,f9a2d1ce-00f2-4d5a-ae50-47778e2b3e7e,"lathwood, 2,185 deals and battens","deals,battens","lathwood, 2,185 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,80585e75-0c2a-4754-9484-f4accd069d2d,sheds and battens,battens,sheds and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,2ad8f626-16a2-41ff-adbf-ef9afc77ada4,and battens,battens,and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,49ee1628-5796-49f0-8450-97604a5d6743,"Soderhamn-2,185 deals, 1,544 deals and battens","deals,battens","Soderhamn-2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,36293ba2-32e0-4c44-8bce-d673d64efecd,oak planks,"planks,oak",oak planks-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,06080384-622f-42ad-b92a-b4af46ba21c6,and battens,battens,and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,83e2a293-6787-4be5-ab6a-456e17ebad08,firewood,fir,firewood-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,45297d2b-5456-45c4-8f49-5cf88d7ee18c,Jewett; 670 deals and battens,"deals,battens",Jewett; 670 deals and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,10f36f11-8719-4efa-b1ce-9fde5d94c1f7,"ends, 7,927 deals and battens","deals,battens","ends, 7,927 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,dc05bd76-bc96-4358-be0f-b64960c57003,deals and battens,"deals,battens",deals and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,8fbba22b-043d-4108-b4aa-2b7e5c047860,"Orient Wyborg-2,185 deals, 1,544 deals and battens","deals,battens","Orient Wyborg-2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,52d5fe5f-7544-41b8-91b2-715b7e99f115,boards,boards,"boards-H. Dahl & Co. (s)-Gothenburg-2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,7f42b9b9-f60d-4e64-91e7-30d69a2bf143,"son & Cotterall; 2,185 deals, 1,544 deals and battens","deals,battens","son & Cotterall; 2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,8cf94032-3210-4b59-acc1-700edeb33596,"& Co.; 1,487 deals and battens","deals,battens","& Co.; 1,487 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,faf18b14-fa02-4f8e-8a32-2c84d5beb0a6,"yard, 26,904 deals and battens","deals,battens","yard, 26,904 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,693fc86a-de07-468e-9e23-a7bd82ac0926,timber,timber,"timber-Morris & Co. (s)-Cronstadt-2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,ab57d965-2eb8-4f74-8d1b-10f9baddb954,"Norwegia Batsvik-2,185 deals, 1,544 deals and battens","deals,battens","Norwegia Batsvik-2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,40b211fc-f549-44ec-8964-ebcaea8fdb1c,Cotterall; 200 deals and battens,"deals,battens",Cotterall; 200 deals and battens-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,b70663b7-ece1-4b7b-9b94-0e5676f206e6,"staves, 52 pcs. timber","staves,timber,pcs.","staves, 52 pcs. timber-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,0981db74-0739-4eed-91a9-7816490ea903,"battens, 7,008 boards","boards,battens","battens, 7,008 boards-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,9b672cee-3d0c-4756-b494-2a48647d7e94,13 fms. firewood,fir,13 fms. firewood-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,533aa130-2516-4374-a4fc-a5f42f97e4d6,"pcs. lathwood, 2,185 deals and battens","deals,battens,pcs.","pcs. lathwood, 2,185 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,e7626c9c-735c-46f8-87a9-e367f8672e18,"4,081 deal and battens",battens,"4,081 deal and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,c5dcc5a1-362c-4113-88e1-d190baa54aca,"Centre yard, 21,904 deals and battens","deals,battens","Centre yard, 21,904 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,1243b1c0-ccb3-4111-91f7-f2ed81d22af0,boards,boards,boards-Order
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,c3891b8e-0996-4d1b-a69e-378e30a11e31,"mann & Co.; 18,000 deals and battens","deals,battens","mann & Co.; 18,000 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,9e01ec6a-c81e-48a3-bd18-bd7e53df9fb7,"Prier, Wotton, & Co.; 2,185 deals, 1,544 deals and battens","deals,battens","Prier, Wotton, & Co.; 2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,c7cb00cd-8172-4bd6-bcf6-0d30574b3820,"J. W. Uloth & Co.; 2,185 deals, 1,544 deals and battens","deals,battens","J. W. Uloth & Co.; 2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,3d5252eb-0d45-4719-b02a-056fb6bf1dc7,"Nicks & Co.; 1,721 deals and battens","deals,battens","Nicks & Co.; 1,721 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,fb213c51-0ccc-4960-9f6e-b3a418aae328,"20,832 boards",boards,"20,832 boards-Mearns & Co.; 2,185 deals, 1,544 deals and battens-Order"
cargo_in_ship_name,9. p. 84-87 - Imports - July 25 1885 - Timber Trades Journal 1885_p001_parsed.json,c1a1c678-044c-4f6f-a3d3-88cbcd0d378c,boards,boards,boards-Barnes & Co.
cargo_in_ship_name,18830609p.398_p002_parsed.json,cd006a7b-e184-4860-9295-4fac05ddb10c,"May 29 Jeanne - St. Malo-140 lds. pitwood, Jones, Heard, & Co.","lds.,pitwood","May 29 Jeanne - St. Malo-140 lds. pitwood, Jones, Heard, & Co."
