origin,destination,year,shipments
Helsingfors,Grimsby,1893,2
Helsingfors,Grimsby,1895,2
Helsingfors,Hartlepool (West),1887,2
Helsingfors,Harwich,1897,2
Helsingfors,Hull,1875,2
Helsingfors,Hull,1887,2
Helsingfors,Leith,1883,2
Helsingfors,Leith,1895,2
Helsingfors,Leith,1899,2
Helsingfors,Liverpool,1877,2
Helsingfors,Liverpool,1881,2
Helsingfors,Liverpool,1891,2
Helsingfors,Liverpool,1895,2
Helsingfors,Liverpool,1899,2
Helsingfors,London,1896,2
Helsingfors,Peterhead,1899,2
Helsingfors,Poole,1893,2
Helsingfors,Portsmouth,1883,2
Helsingfors,Rochester,1889,2
Helsingfors,STORNOWAY,1895,2
Helsingfors,Tyne Ports,1899,2
Helsingfors,WISBECH,1883,2
Helsingfors,WISBECH,1889,2
Helsingfors,Whitehaven,1881,2
Helsingfors,Wick,1895,2
Helsingfors,Yarmouth,1895,2
Hennebont,Bristol,1897,2
Hennebont,Goole,1895,2
Hennebont,Liverpool,1897,2
Hennebont,Liverpool,1899,2
Hennebont,Llanelli,1887,2
Hennebont,Newport,1882,2
Hennebont,Newport,1886,2
Hennebont,Newport,1892,2
Hennebont,Southampton,1895,2
Hennebont,Swansea,1881,2
Hennebont,Swansea,1891,2
Hernosand,Aberdeen,1887,2
Hernosand,Aberdeen,1889,2
Hernosand,Alloa,1885,2
Hernosand,Alloa,1895,2
Hernosand,Alloa,1899,2
Hernosand,Ayr,1893,2
Hernosand,BARNSTAPLE,1885,2
Hernosand,Berwick-upon-Tweed,1887,2
Hernosand,Berwick-upon-Tweed,1889,2
Hernosand,Borrowstounness,1897,2
Hernosand,Boston,1887,2
Hernosand,Bristol,1883,2
Hernosand,Bristol,1897,2
Hernosand,Cardiff,1893,2
Hernosand,Cardiff,1895,2
Hernosand,Dundee,1881,2
Hernosand,Dundee,1891,2
Hernosand,Dundee,1895,2
Hernosand,Fraserburgh,1887,2
Hernosand,Glasgow,1883,2
Hernosand,Gloucester,1895,2
Hernosand,Goole,1887,2
Hernosand,Goole,1891,2
Hernosand,Grangemouth,1879,2
Hernosand,Granton,1879,2
Hernosand,Granton,1883,2
Hernosand,Granton,1891,2
Hernosand,Granton,1895,2
Hernosand,Grimsby,1893,2
Hernosand,King's Lynn,1889,2
Hernosand,LITTLEHAMPTON,1895,2
Hernosand,Leith,1877,2
Hernosand,Liverpool,1887,2
Hernosand,Liverpool,1891,2
Hernosand,Liverpool,1893,2
Hernosand,Liverpool,1899,2
Hernosand,London,1874,2
Hernosand,London,1898,2
Hernosand,Lynn,1879,2
Hernosand,MANCHESTER,1895,2
Hernosand,Middlesbrough,1891,2
Hernosand,PENZANCE,1895,2
Hernosand,PERTH,1897,2
Hernosand,Peterhead,1893,2
Hernosand,Plymouth,1889,2
Hernosand,Plymouth,1895,2
Hernosand,Poole,1885,2
Hernosand,Poole,1887,2
Hernosand,Portsmouth,1881,2
Hernosand,Portsmouth,1889,2
Hernosand,Rochester,1897,2
Hernosand,Rochester,1899,2
Hernosand,SCARBOROUGH,1895,2
Hernosand,SCARBOROUGH,1896,2
Hernosand,SCARBOROUGH,1899,2
Hernosand,Shoreham,1881,2
Hernosand,Shoreham,1885,2
Hernosand,Southampton,1881,2
Hernosand,Sunderland,1889,2
Hernosand,Tyne Ports,1896,2
Hernosand,Tyne Ports,1899,2
Hernosand,Yarmouth,1885,2
Hernosand,Yarmouth,1897,2
Hillsborough,Liverpool,1899,2
Hillsborough,Preston,1898,2
Holmestrand,Alloa,1879,2
Holmestrand,Alloa,1893,2
Holmestrand,Arbroath,1883,2
Holmestrand,Borrowstounness,1875,2
Holmestrand,Borrowstounness,1890,2
Holmestrand,Borrowstounness,1897,2
Holmestrand,Grangemouth,1875,2
Holmestrand,Grangemouth,1881,2
Holmestrand,Granton,1879,2
Holmestrand,Granton,1881,2
Holmestrand,Hartlepool (West),1879,2
Holmestrand,Hartlepool (West),1897,2
Holmestrand,Hull,1895,2
Holmestrand,Leith,1880,2
Holmestrand,Montrose,1883,2
Holmestrand,Sunderland,1888,2
Holmestrand,Sunderland,1891,2
Holmestrand,Swansea,1891,2
Holmestrand,Tyne Ports,1887,2
Holmestrand,Tyne Ports,1899,2
Holmestrand,Yarmouth,1887,2
Holmestrand,Yarmouth,1891,2
Holmsund,COWES,1895,2
Holmsund,Deptford,1887,2
Holmsund,Hartlepool,1889,2
Holmsund,Hartlepool (West),1874,2
Holmsund,Hartlepool (West),1887,2
Holmsund,Leith,1875,2
Holmsund,Liverpool,1881,2
Holmsund,Liverpool,1885,2
Holmsund,Plymouth,1881,2
Holmsund,Plymouth,1895,2
Holmsund,Portsmouth,1895,2
Holmsund,Tyne Ports,1875,2
Holmsund,WIGTOWN,1881,2
Hommelvik,Aberdeen,1884,2
Hommelvik,Aberdeen,1898,2
Hommelvik,Borrowstounness,1883,2
Hommelvik,Cardiff,1895,2
Hommelvik,Fraserburgh,1891,2
Hommelvik,Grangemouth,1885,2
Hommelvik,Grangemouth,1889,2
Hommelvik,Grangemouth,1893,2
Hommelvik,Granton,1887,2
Hommelvik,Inverness,1895,2
Hommelvik,Leith,1887,2
Hommelvik,Liverpool,1889,2
Hommelvik,London,1893,2
Hommelvik,London,1900,2
Hommelvik,Montrose,1891,2
Hommelvik,Montrose,1893,2
Hommelvik,Montrose,1897,2
Hommelvik,Peterhead,1897,2
Hommelvik,STORNOWAY,1893,2
Hommelvik,STORNOWAY,1895,2
Hudiksvall,Hull,1899,2
Hudikswall,Bridgwater,1881,2
Hudikswall,Bridgwater,1893,2
Hudikswall,Cardiff,1881,2
Hudikswall,Cardiff,1885,2
Hudikswall,DARTMOUTH,1885,2
Hudikswall,Dundee,1889,2
Hudikswall,EXETER,1883,2
Hudikswall,FOWEY,1883,2
Hudikswall,Gloucester,1879,2
Hudikswall,Gloucester,1893,2
Hudikswall,Goole,1883,2
Hudikswall,Goole,1885,2
Hudikswall,Grangemouth,1881,2
Hudikswall,Grangemouth,1893,2
Hudikswall,Granton,1877,2
Hudikswall,Granton,1893,2
Hudikswall,Greenock,1883,2
Hudikswall,Grimsby,1881,2
Hudikswall,Grimsby,1893,2
Hudikswall,Hartlepool,1899,2
Hudikswall,Hartlepool (West),1877,2
Hudikswall,Hartlepool (West),1897,2
Hudikswall,King's Lynn,1885,2
Hudikswall,King's Lynn,1887,2
Hudikswall,King's Lynn,1895,2
Hudikswall,LOWESTOFT,1889,2
Hudikswall,Leith,1875,2
Hudikswall,Leith,1877,2
Hudikswall,Leith,1895,2
Hudikswall,Liverpool,1897,2
Hudikswall,Liverpool,1899,2
Hudikswall,London,1881,2
Hudikswall,Newport,1885,2
Hudikswall,Plymouth,1881,2
Hudikswall,Rochester,1897,2
Hudikswall,Shoreham,1882,2
Hudikswall,Southampton,1887,2
Hudikswall,Southampton,1893,2
Hudikswall,Sunderland,1877,2
Hudikswall,Sunderland,1887,2
Hudikswall,Tyne Ports,1891,2
Hudikswall,WISBECH,1883,2
Hudikswall,Wick,1893,2
Hudikswall,Yarmouth,1881,2
Hudikswall,Yarmouth,1885,2
Hudikswall,Yarmouth,1887,2
Hull,Hull,1880,2
Hull,Hull,1881,2
Hull,Hull,1891,2
Husum,London,1883,2
Husum,London,1891,2
Husum,London,1893,2
Husum,Montrose,1883,2
Husum,Portsmouth,1887,2
Husum,Portsmouth,1889,2
Husum,Shoreham,1885,2
Husum,Shoreham,1895,2
Husum,Tyne Ports,1895,2
Husum,Tyne Ports,1897,2
Iggesund,Alloa,1889,2
Iggesund,Bristol,1879,2
Iggesund,Grimsby,1881,2
Iggesund,Grimsby,1887,2
Iggesund,Hartlepool (West),1881,2
Iggesund,Hartlepool (West),1883,2
Iggesund,Hartlepool (West),1885,2
Iggesund,Hull,1889,2
Iggesund,Irvine,1897,2
Iggesund,London,1874,2
Iggesund,London,1887,2
Iggesund,London,1891,2
Iggesund,Poole,1889,2
Iggesund,WISBECH,1885,2
Istanbul,Liverpool,1876,2
Istanbul,Liverpool,1897,2
Istanbul,London,1881,2
Jacksonville,Liverpool,1899,2
Jakobstad,Alloa,1897,2
Jakobstad,Cardiff,1899,2
Jakobstad,Hartlepool (West),1891,2
Jakobstad,Hartlepool (West),1899,2
Jakobstad,Hull,1891,2
Jakobstad,London,1889,2
Jamaica,Liverpool,1880,2
Jamaica,London,1881,2
Jamaica,London,1897,2
Jamaica,Southampton,1898,2
Jamaica,Southampton,1900,2
Jersey,Hull,1895,2
Johannedal,Montrose,1885,2
Kalix,COWES,1885,2
Kalix,Hull,1879,2
Kalix,London,1881,2
Kalmar,Alloa,1889,2
Kalmar,Alloa,1891,2
Kalmar,Ayr,1887,2
Kalmar,BLYTH,1895,2
Kalmar,Charlestown,1874,2
Kalmar,Colchester,1897,2
Kalmar,Goole,1897,2
Kalmar,Grangemouth,1879,2
Kalmar,Grangemouth,1885,2
Kalmar,Hartlepool,1897,2
Kalmar,Hull,1875,2
Kalmar,Hull,1889,2
Kalmar,Liverpool,1885,2
Kalmar,Liverpool,1899,2
Kalmar,London,1893,2
Kalmar,London,1899,2
Kalmar,Middlesbrough,1887,2
Kalmar,Middlesbrough,1899,2
Kalmar,Tyne Ports,1885,2
Karlshamn,Fraserburgh,1887,2
Karlshamn,Grangemouth,1877,2
Karlshamn,Grangemouth,1891,2
Karlshamn,Hartlepool (West),1885,2
Karlshamn,Hartlepool (West),1887,2
Karlshamn,Hull,1899,2
Karlshamn,Kirkcaldy,1883,2
Karlshamn,Leith,1885,2
Karlshamn,Leith,1889,2
Karlshamn,Llanelli,1891,2
Karlshamn,Peterhead,1883,2
Karlshamn,Sligo,1889,2
Karlshamn,Sunderland,1889,2
Karlshamn,Yarmouth,1881,2
Karlskrona,Alloa,1884,2
Karlskrona,Borrowstounness,1881,2
Karlskrona,Borrowstounness,1887,2
Karlskrona,Borrowstounness,1899,2
Karlskrona,Dundee,1889,2
Karlskrona,Grimsby,1899,2
Karlskrona,Hartlepool,1895,2
Karlskrona,Hull,1885,2
Karlskrona,Hull,1887,2
Karlskrona,Hull,1897,2
Karlskrona,Hull,1899,2
Karlskrona,London,1885,2
Karlskrona,London,1899,2
Karlskrona,Sunderland,1893,2
Karlskrona,Tyne Ports,1884,2
Karlskrona,Tyne Ports,1895,2
Karlskrona,Tyne Ports,1897,2
Kem,Gloucester,1893,2
Kem,Grangemouth,1899,2
Kem,Grimsby,1891,2
Kem,Middlesbrough,1895,2
Kem,Tyne Ports,1893,2
Kem,WISBECH,1891,2
Kemi,Aberdeen,1897,2
Kemi,Barrow-in-Furness,1891,2
Kemi,Barrow-in-Furness,1895,2
Kemi,Belfast,1889,2
Kemi,Bridgwater,1897,2
Kemi,Bristol,1883,2
Kemi,Bristol,1899,2
Kemi,Cardiff,1897,2
Kemi,Colchester,1895,2
Kemi,Colchester,1899,2
Kemi,Gloucester,1891,2
Kemi,Gloucester,1897,2
Kemi,Gloucester,1899,2
Kemi,Grimsby,1887,2
Kemi,Grimsby,1889,2
Kemi,Hartlepool,1899,2
Kemi,Hartlepool (West),1874,2
Kemi,Ipswich,1897,2
Kemi,King's Lynn,1885,2
Kemi,King's Lynn,1899,2
Kemi,Leith,1889,2
Kemi,Liverpool,1893,2
Kemi,Liverpool,1895,2
Kemi,London,1879,2
Kemi,Poole,1883,2
Kemi,Poole,1889,2
Kemi,RAMSGATE,1889,2
Kemi,Southampton,1887,2
Kemi,Southampton,1893,2
Kemi,Southampton,1897,2
Kemi,Sunderland,1889,2
Kemi,WISBECH,1889,2
Kemi,WISBECH,1895,2
Kemi,WISBECH,1897,2
Kemi,Yarmouth,1893,2
Kemi,Yarmouth,1897,2
Klaipeda,Aberdeen,1883,2
Klaipeda,Aberdeen,1899,2
Klaipeda,Alloa,1892,2
Klaipeda,Alloa,1898,2
Klaipeda,Ardrossan,1895,2
Klaipeda,Ardrossan,1897,2
Klaipeda,Belfast,1884,2
Klaipeda,Belfast,1891,2
Klaipeda,Belfast,1893,2
Klaipeda,Borrowstounness,1885,2
Klaipeda,Borrowstounness,1895,2
Klaipeda,Boston,1885,2
Klaipeda,Boston,1889,2
Klaipeda,Boston,1890,2
Klaipeda,Boston,1895,2
Klaipeda,Boston,1898,2
Klaipeda,Bristol,1875,2
Klaipeda,Bristol,1893,2
Klaipeda,Cardiff,1885,2
Klaipeda,Cardiff,1895,2
Klaipeda,Dublin,1881,2
Klaipeda,Dublin,1895,2
Klaipeda,Dundalk,1885,2
Klaipeda,Dundee,1883,2
Klaipeda,Dundee,1885,2
Klaipeda,Falmouth,1891,2
Klaipeda,Gloucester,1879,2
Klaipeda,Gloucester,1883,2
Klaipeda,Gloucester,1887,2
Klaipeda,Gloucester,1895,2
Klaipeda,Goole,1885,2
Klaipeda,Goole,1891,2
Klaipeda,Granton,1879,2
Klaipeda,Granton,1900,2
Klaipeda,Grimsby,1875,2
Klaipeda,Hartlepool (West),1888,2
Klaipeda,Hull,1895,2
Klaipeda,Hull,1897,2
Klaipeda,Hull,1899,2
Klaipeda,LOWESTOFT,1891,2
Klaipeda,LOWESTOFT,1892,2
Klaipeda,LOWESTOFT,1897,2
Klaipeda,Leith,1890,2
Klaipeda,Leith,1898,2
Klaipeda,Liverpool,1882,2
Klaipeda,Llanelli,1891,2
Klaipeda,London,1886,2
Klaipeda,London,1900,2
Klaipeda,Londonderry,1887,2
Klaipeda,Middlesbrough,1897,2
Klaipeda,NEWHAVEN,1881,2
Klaipeda,NEWHAVEN,1885,2
Klaipeda,NEWHAVEN,1891,2
Klaipeda,Newport,1881,2
Klaipeda,Newport,1895,2
Klaipeda,Newport,1897,2
Klaipeda,Plymouth,1883,2
Klaipeda,Plymouth,1885,2
Klaipeda,Plymouth,1887,2
Klaipeda,Plymouth,1889,2
Klaipeda,Plymouth,1897,2
Klaipeda,Poole,1877,2
Klaipeda,Poole,1879,2
Klaipeda,Poole,1889,2
Klaipeda,Portsmouth,1881,2
Klaipeda,Portsmouth,1889,2
Klaipeda,QUEENBOROUGH,1885,2
Klaipeda,QUEENBOROUGH,1893,2
Klaipeda,Rochester,1889,2
Klaipeda,Southampton,1875,2
Klaipeda,Southampton,1881,2
Klaipeda,Southampton,1883,2
Klaipeda,Southampton,1889,2
Klaipeda,Southampton,1891,2
Klaipeda,Stockton,1889,2
Klaipeda,Tyne Ports,1879,2
Klaipeda,Tyne Ports,1891,2
Klaipeda,Tyne Ports,1892,2
Klaipeda,Tyne Ports,1897,2
Klaipeda,WISBECH,1885,2
Klaipeda,WISBECH,1891,2
Klaipeda,Yarmouth,1893,2
Klaipeda,Yarmouth,1895,2
Klaipeda,Yarmouth,1897,2
Konigsberg,Aberdeen,1883,2
Konigsberg,Alloa,1885,2
Konigsberg,Alloa,1887,2
Konigsberg,Barrow-in-Furness,1895,2
Konigsberg,Bo'ness,1899,2
Konigsberg,Borrowstounness,1879,2
Konigsberg,Borrowstounness,1899,2
Konigsberg,Bristol,1893,2
Konigsberg,Cardiff,1895,2
Konigsberg,Dundee,1881,2
Konigsberg,Dundee,1883,2
Konigsberg,Glasgow,1893,2
Konigsberg,Grangemouth,1877,2
Konigsberg,Granton,1883,2
Konigsberg,Grimsby,1882,2
Konigsberg,Grimsby,1899,2
Konigsberg,Hull,1890,2
Konigsberg,Hull,1898,2
Konigsberg,Leith,1875,2
Konigsberg,Leith,1887,2
Konigsberg,London (Hanover Hole),1885,2
Konigsberg,Northfleet,1885,2
Konigsberg,Peterhead,1889,2
Konigsberg,Sunderland,1885,2
Konigsberg,Sunderland,1891,2
Konigsberg,Sunderland,1893,2
Konigsberg,Swansea,1885,2
Konigsberg,Tyne Ports,1881,2
Konigsberg,WISBECH,1883,2
Kotka,Ayr,1881,2
Kotka,Barrow-in-Furness,1877,2
Kotka,Barrow-in-Furness,1883,2
Kotka,Berwick-upon-Tweed,1889,2
Kotka,Borrowstounness,1883,2
Kotka,Borrowstounness,1899,2
Kotka,Boston,1889,2
Kotka,Bristol,1874,2
Kotka,Colchester,1891,2
Kotka,Dundee,1897,2
Kotka,FOWEY,1893,2
Kotka,FOWEY,1897,2
Kotka,GRAVESEND,1889,2
Kotka,Glasgow,1884,2
Kotka,Gloucester,1879,2
Kotka,Gloucester,1883,2
Kotka,Goole,1885,2
Kotka,Goole,1891,2
Kotka,Grangemouth,1877,2
Kotka,Granton,1889,2
Kotka,Greenhithe,1889,2
Kotka,Grimsby,1883,2
Kotka,Grimsby,1887,2
Kotka,Hartlepool,1895,2
Kotka,King's Lynn,1885,2
Kotka,King's Lynn,1891,2
Kotka,King's Lynn,1895,2
Kotka,King's Lynn,1897,2
Kotka,LANCASTER,1893,2
Kotka,LOWESTOFT,1897,2
Kotka,Leith,1877,2
Kotka,Leith,1885,2
Kotka,Leith,1887,2
Kotka,Lynn,1899,2
Kotka,Middlesbrough,1897,2
Kotka,Montrose,1887,2
Kotka,Montrose,1889,2
Kotka,NEWHAVEN,1899,2
Kotka,Northfleet,1885,2
Kotka,Northfleet,1889,2
Kotka,Plymouth,1895,2
Kotka,Poole,1891,2
Kotka,Rochester,1895,2
Kotka,Stockton,1895,2
Kotka,Sunderland,1881,2
Kotka,Swansea,1883,2
Kotka,Tyne Ports,1897,2
Kotka,WISBECH,1897,2
Kotka,WISBECH,1899,2
Kotka,Waterford,1889,2
Kotka,Wick,1881,2
Kotka,Yarmouth,1899,2
Kragero,Alloa,1883,2
Kragero,Alloa,1888,2
Kragero,Alloa,1895,2
Kragero,Alloa,1897,2
Kragero,BLYTH,1897,2
Kragero,Banff,1881,2
Kragero,Barrow-in-Furness,1897,2
Kragero,Borrowstounness,1877,2
Kragero,Borrowstounness,1879,2
Kragero,Borrowstounness,1899,2
Kragero,Cardiff,1883,2
Kragero,Cardiff,1884,2
Kragero,Cardiff,1885,2
Kragero,Cardiff,1891,2
Kragero,Chester,1895,2
Kragero,Colchester,1883,2
Kragero,Colchester,1885,2
Kragero,Dublin,1885,2
Kragero,Dundee,1885,2
Kragero,Fraserburgh,1881,2
Kragero,Fraserburgh,1887,2
Kragero,Granton,1889,2
Kragero,Granton,1895,2
Kragero,Grimsby,1877,2
Kragero,Grimsby,1897,2
Kragero,Hartlepool,1895,2
Kragero,Hartlepool,1899,2
Kragero,Hartlepool (West),1892,2
Kragero,Hartlepool (West),1893,2
Kragero,Harwich,1883,2
Kragero,Hull,1875,2
Kragero,Inverness,1883,2
Kragero,Ipswich,1883,2
Kragero,Kirkcaldy,1891,2
Kragero,LERWICK,1887,2
Kragero,LOWESTOFT,1893,2
Kragero,Leith,1875,2
Kragero,Liverpool,1881,2
Kragero,Liverpool,1888,2
Kragero,Liverpool,1893,2
Kragero,Methil,1895,2
Kragero,Middlesbrough,1885,2
Kragero,Middlesbrough,1899,2
Kragero,Newcastle upon Tyne,1875,2
Kragero,Newcastle upon Tyne,1877,2
Kragero,Newport,1887,2
Kragero,Newport,1889,2
Kragero,PERTH,1887,2
Kragero,PERTH,1893,2
Kragero,Peterhead,1887,2
Kragero,Preston,1897,2
Kragero,Swansea,1885,2
Kragero,Swansea,1895,2
Kragero,Swansea,1899,2
Kragero,Tyne Ports,1884,2
Kragero,Whitehaven,1889,2
Kragero,Wick,1895,2
Kramfors,Cardiff,1879,2
Kramfors,Gloucester,1879,2
Kramfors,Gloucester,1883,2
Kramfors,Hartlepool (West),1875,2
Kramfors,Hartlepool (West),1889,2
Kramfors,Hull,1875,2
Kramfors,Liverpool,1897,2
Kramfors,London,1874,2
Kramfors,London,1885,2
Kramfors,London,1887,2
Kramfors,London,1893,2
Kramfors,Poole,1891,2
Kramfors,Southampton,1895,2
Kramfors,Tyne Ports,1883,2
Kramfors,Tyne Ports,1897,2
Kristiania,Borrowstounness,1879,2
Kristiania,Charlestown,1879,2
Kristiansund,Alloa,1899,2
Kristiansund,Borrowstounness,1879,2
Kristiansund,Borrowstounness,1883,2
Kristiansund,Cardiff,1879,2
Kristiansund,Newport,1883,2
Kristiansund,Peterhead,1885,2
Kristiansund,SCARBOROUGH,1893,2
La Roche Bernard,Cardiff,1881,2
La Roche Bernard,Cardiff,1885,2
La Roche Bernard,Cardiff,1899,2
La Roche Bernard,Newport,1877,2
La Roche Bernard,Newport,1890,2
La Roche Bernard,Swansea,1891,2
La Roche Bernard,Swansea,1893,2
La Rochelle,Cardiff,1877,2
La Rochelle,Cardiff,1889,2
La Rochelle,Newcastle,1889,2
La Rochelle,Swansea,1883,2
La Tremblede,Llanelli,1893,2
La Tremblede,Newport,1890,2
La Tremblede,Swansea,1890,2
La Tremblede,Swansea,1895,2
Laguna,Liverpool,1874,2
Laguna,Liverpool,1895,2
Laguna,Liverpool,1899,2
Laguna,London,1874,2
Laguna,London,1892,2
Langesund,Alloa,1881,2
Langesund,Alloa,1885,2
Langesund,Alloa,1887,2
Langesund,Alloa,1893,2
Langesund,Borrowstounness,1889,2
Langesund,Granton,1891,2
Langesund,Grimsby,1885,2
Langesund,Hartlepool,1899,2
Langesund,Leith,1891,2
Langesund,Middlesbrough,1883,2
Langesund,Middlesbrough,1895,2
Langesund,Newcastle upon Tyne,1879,2
Langesund,RAMSGATE,1893,2
Langesund,Sunderland,1887,2
Langesund,Sunderland,1889,2
Langesund,Sunderland,1893,2
Langesund,Troon,1889,2
Langesund,Truro,1881,2
Langesund,Tyne Ports,1885,2
Langesund,Tyne Ports,1887,2
Langesund,Tyne Ports,1897,2
Langror,Hartlepool (West),1877,2
Langror,Hartlepool (West),1883,2
Langror,London,1879,2
Langror,Poole,1879,2
Langror,Portsmouth,1881,2
Langror,Rochester,1885,2
Langror,Sunderland,1881,2
Lappvik,Dundee,1883,2
Lappvik,Grimsby,1899,2
Lappvik,Hartlepool (West),1881,2
Lappvik,Hartlepool (West),1883,2
Lappvik,London,1897,2
Lappvik,Poole,1893,2
Laurvig,Aberdeen,1887,2
Laurvig,Aberdeen,1897,2
Laurvig,Alloa,1892,2
Laurvig,Alloa,1895,2
Laurvig,Alloa,1897,2
Laurvig,Barrow-in-Furness,1897,2
Laurvig,Belfast,1897,2
Laurvig,Borrowstounness,1877,2
Laurvig,Borrowstounness,1884,2
Laurvig,Borrowstounness,1891,2
Laurvig,Bristol,1877,2
Laurvig,Bristol,1889,2
Laurvig,Cardiff,1897,2
Laurvig,Charlestown,1877,2
Laurvig,Colchester,1887,2
Laurvig,Dublin,1895,2
Laurvig,Dundee,1887,2
Laurvig,Fraserburgh,1887,2
Laurvig,Grangemouth,1899,2
Laurvig,Granton,1885,2
Laurvig,Granton,1897,2
Laurvig,Granton,1899,2
Laurvig,Greenhithe,1887,2
Laurvig,Hartlepool (West),1881,2
Laurvig,Hartlepool (West),1893,2
Laurvig,Hartlepool (West),1897,2
Laurvig,Harwich,1887,2
Laurvig,Hull,1881,2
Laurvig,Hull,1895,2
Laurvig,King's Lynn,1885,2
Laurvig,Kirkcaldy,1883,2
Laurvig,Kirkcaldy,1891,2
Laurvig,LERWICK,1887,2
Laurvig,Liverpool,1881,2
Laurvig,Liverpool,1885,2
Laurvig,Llanelli,1891,2
Laurvig,London,1882,2
Laurvig,London,1884,2
Laurvig,London,1890,2
Laurvig,London,1893,2
Laurvig,MANCHESTER,1897,2
Laurvig,Middlesbrough,1887,2
Laurvig,Middlesbrough,1895,2
Laurvig,Newcastle upon Tyne,1875,2
Laurvig,Peterhead,1883,2
Laurvig,RAMSGATE,1899,2
Laurvig,Sunderland,1891,2
Laurvig,Sunderland,1893,2
Laurvig,Swansea,1895,2
Laurvig,Teignmouth,1891,2
Laurvig,Tralee,1883,2
Laurvig,Troon,1885,2
Laurvig,Whitehaven,1888,2
Laurvig,Whitehaven,1897,2
Laurvig,Wick,1889,2
Le Havre,Liverpool,1874,2
Le Havre,Liverpool,1893,2
Le Havre,London,1880,2
Le Havre,London,1887,2
Le Havre,London,1889,2
Le Havre,London,1899,2
Liepāja,Bo'ness,1874,2
Liepāja,Borrowstounness,1874,2
Liepāja,Borrowstounness,1891,2
Liepāja,Borrowstounness,1893,2
Liepāja,CARLISLE,1895,2
Liepāja,Cardiff,1889,2
Liepāja,Dundee,1893,2
Liepāja,Gloucester,1889,2
Liepāja,Grangemouth,1898,2
Liepāja,Granton,1891,2
Liepāja,Grimsby,1881,2
Liepāja,Grimsby,1889,2
Liepāja,Grimsby,1891,2
Liepāja,Hartlepool,1899,2
Liepāja,Hartlepool (West),1879,2
Liepāja,Hull,1881,2
Liepāja,Leith,1874,2
Liepāja,Leith,1875,2
Liepāja,Leith,1898,2
Liepāja,Leith,1900,2
Liepāja,Liverpool,1897,2
Liepāja,London,1892,2
Liepāja,London,1898,2
Liepāja,London,1900,2
Liepāja,MANCHESTER,1897,2
Liepāja,Middlesbrough,1897,2
Liepāja,Peterhead,1892,2
Liepāja,Plymouth,1887,2
Liepāja,Sunderland,1885,2
Liepāja,Sunderland,1899,2
Liepāja,Tyne Ports,1895,2
Lillesand,Banff,1897,2
Lillesand,Boston,1899,2
Lillesand,Cardiff,1883,2
Lillesand,Cardiff,1899,2
Lillesand,Hartlepool (West),1883,2
Lillesand,Hartlepool (West),1885,2
Lillesand,Hartlepool (West),1887,2
Lillesand,Tyne Ports,1885,2
Lillesand,Tyne Ports,1899,2
Lillesand,Wick,1899,2
Liverpool,Le Havre,1892,2
Liverpool,Liverpool,1891,2
Livorno,Glasgow,1881,2
Livorno,London,1891,2
Ljusne,Berwick-upon-Tweed,1889,2
Ljusne,Bridgwater,1891,2
Ljusne,Bristol,1877,2
Ljusne,COWES,1897,2
Ljusne,COWES,1899,2
Ljusne,Dover,1883,2
Ljusne,Gloucester,1885,2
Ljusne,Gloucester,1887,2
Ljusne,Gloucester,1889,2
Ljusne,Goole,1889,2
Ljusne,Grimsby,1877,2
Ljusne,Grimsby,1879,2
Ljusne,Hartlepool,1899,2
Ljusne,Harwich,1895,2
Ljusne,Hull,1881,2
Ljusne,Hull,1889,2
Ljusne,Hull,1899,2
Ljusne,Ipswich,1883,2
Ljusne,Liverpool,1887,2
Ljusne,Middlesbrough,1897,2
Ljusne,Plymouth,1885,2
Ljusne,Southampton,1891,2
Ljusne,Sunderland,1879,2
Ljusne,Sunderland,1881,2
Ljusne,Sunderland,1891,2
Ljusne,Sunderland,1897,2
Ljusne,Tyne Ports,1887,2
Ljusne,Yarmouth,1883,2
London,King's Lynn,1883,2
Lorient,Barrow-in-Furness,1877,2
Lorient,Cardiff,1887,2
Lorient,London,1899,2
Lorient,Newport,1880,2
Lorient,Newport,1886,2
Lorient,Newport,1890,2
Lorient,Newport,1900,2
Lorient,Sunderland,1891,2
Lorient,Swansea,1884,2
Lovisa,Borrowstounness,1874,2
Lovisa,FOWEY,1895,2
Lovisa,Grimsby,1897,2
Lovisa,Hartlepool (West),1875,2
Lovisa,Hartlepool (West),1877,2
Lovisa,Hartlepool (West),1879,2
Lovisa,Hartlepool (West),1881,2
Lovisa,Leith,1889,2
Lovisa,London,1895,2
Lovisa,London,1899,2
Lovisa,Tyne Ports,1887,2
Lulea,Aberdeen,1895,2
Lulea,BEAUMARIS,1887,2
Lulea,Barrow-in-Furness,1881,2
Lulea,Barrow-in-Furness,1887,2
Lulea,Barrow-in-Furness,1893,2
Lulea,Bridgwater,1881,2
Lulea,Bridgwater,1885,2
Lulea,Bridgwater,1887,2
Lulea,Bridgwater,1889,2
Lulea,Cardiff,1881,2
Lulea,Cardiff,1889,2
Lulea,Colchester,1887,2
Lulea,Dundee,1885,2
Lulea,EXETER,1881,2
Lulea,EXETER,1885,2
Lulea,EXETER,1887,2
Lulea,EXETER,1889,2
Lulea,FOWEY,1889,2
Lulea,Falmouth,1895,2
Lulea,Goole,1885,2
Lulea,Grangemouth,1874,2
Lulea,Grangemouth,1875,2
Lulea,Greenock,1883,2
Lulea,Grimsby,1883,2
Lulea,Grimsby,1885,2
